sigma_poi,OFF_k1,ON_k1,ON_peak_k4_8,ON_pooled_DiD,OFF_VR,ON_completion,elapsed_s
800000.0,-0.1354099393458999,-0.1285023836922536,0.06093484574497223,-0.07769284161689224,1.430559344656487,0.19903109204293712,351.8723073005676
1000000.0,-0.13843121017971358,-0.12196350297053138,0.0663324222123769,-0.06460288933434713,1.4346306582513184,0.1951856847280335,352.1342179775238
1200000.0,-0.11147118816695216,-0.1411202116355212,0.06736818068370382,-0.1079762312455425,1.429547065543121,0.1876551215516684,354.88612818717957
1500000.0,-0.11486985338341478,-0.12172082513768819,0.0699768027528775,-0.03181239216581724,1.431848685253716,0.18725435598860987,344.7309539318085
2200000.0,-0.11386959613153891,-0.10757997728075656,0.05829696096033915,-0.06848345108445271,1.3823610608185415,0.17104451131643597,496.9917907714844
