alpha,prev_per_run_mean,prev_per_run_se,prev_per_year_pjm,prev_per_year_pjm_se,full_cascade_per_run,pct_cascade_captured
0.05,116.2,20.59440834722896,34.86,6.178322504168689,342.8666666666667,33.89072525763173
0.15,110.63333333333334,21.845617321755462,33.190000000000005,6.553685196526639,355.53333333333336,31.117569848115508
0.3,78.63333333333334,15.275213438570004,23.590000000000003,4.5825640315710015,327.53333333333336,24.007734581721962
