W,prev_per_run_mean,prev_per_run_se,prev_per_year_abm,prev_per_year_abm_se,prev_per_year_pjm,prev_per_year_pjm_se,prev_per_year_pjm_lo,prev_per_year_pjm_hi
12,99.4888888888889,10.548671386770874,4.974444444444445,0.5274335693385437,29.84666666666667,3.164601416031262,23.644047891245396,36.04928544208794
18,35.144444444444446,11.228547987847028,1.7572222222222222,0.5614273993923514,10.543333333333333,3.3685643963541088,3.94094711647928,17.145719550187387
24,21.788888888888888,10.502035881867434,1.0894444444444444,0.5251017940933717,6.536666666666667,3.1506107645602297,0.36146956812861664,12.711863765204718
36,15.688888888888888,10.394042330400307,0.7844444444444444,0.5197021165200153,4.706666666666666,3.118212699120092,-1.4050302236087138,10.818363556942046
48,6.777777777777778,8.328894364966215,0.3388888888888889,0.41644471824831075,2.033333333333333,2.4986683094898643,-2.864056553266801,6.930723219933467
60,3.7777777777777777,7.646476880471814,0.18888888888888888,0.3823238440235907,1.1333333333333333,2.293943064141544,-3.362795072384093,5.629461739050759
72,8.833333333333334,5.426831430566116,0.4416666666666667,0.2713415715283058,2.6500000000000004,1.6280494291698346,-0.5409768811728757,5.840976881172876
