k,OFF,ON_no_pool,ON_with_pool,cascade,cascade_se,cascade_pool,cascade_pool_se,cascade_lo,cascade_hi,cascade_pool_lo,cascade_pool_hi,reduction_mean,reduction_se
1,0.04494206661629497,0.06505855637438096,0.05566994457733026,0.02011648975808599,0.007286575320878597,0.010727877961035297,0.006233366811664501,0.005834802129163942,0.03439817738700804,-0.0014895209898271242,0.022945276911897718,2.253035599923535,1.244261297120576
2,0.03692526109968069,0.03900727627727003,0.03852566982443192,0.0020820151775893334,0.006417727881770296,0.0016004087247512278,0.006470336785372035,-0.010496731470680446,0.014660761825859113,-0.011081451374577962,0.014282268824080416,0.5802917743760477,1.1581112374614675
3,0.018717745245387052,0.021688050935506166,0.023548863255521156,0.002970305690119113,0.00569680202854005,0.0048311180101341085,0.004341975081433434,-0.008195426285819384,0.014136037666057609,-0.0036791531494754217,0.013341389169743638,1.8188118753034357,0.5880054833612041
4,0.006310328590525164,0.018649598939226908,0.013208067860167585,0.012339270348701744,0.0055151379151313264,0.006897739269642419,0.005116690908921699,0.001529600035044345,0.023148940662359143,-0.0031309749118441114,0.016926453451128948,-0.9169862564147816,0.9962815698975317
5,0.007546866702862002,0.010853342895577116,0.008724430421354783,0.003306476192715115,0.003152840965214238,0.0011775637184927815,0.004002276913896938,-0.0028730920991047915,0.009486044484535022,-0.0066668990327452176,0.009022026469730781,0.9629257250302674,0.6966149197910583
6,0.004314506906086609,0.009267440932162817,0.008696063462386121,0.004952934026076208,0.0021969185177962264,0.004381556556299512,0.002154474421776824,0.0006469737311956044,0.009258894320956812,0.00015878668961693664,0.008604326422982086,0.7789344252794244,0.40375793872135685
7,0.0035009594997766156,0.007660769669371825,0.01206987744746259,0.004159810169595209,0.0031703782189395724,0.00856891794768597,0.002303261754583944,-0.002054131139526352,0.010373751478716772,0.00405452490870144,0.0130833109866705,-0.6255561037830564,0.6896269827494959
8,0.0007892798285258802,0.0045563614836711406,0.002563599778202785,0.0037670816551452608,0.002694944803745008,0.0017743199496769043,0.00264094277603877,-0.0015150101601949548,0.009049173470485476,-0.003401927891359085,0.006950567790712894,0.9354766218818878,0.47671773272232676
