scale,full_cascade_per_run_mean,full_cascade_per_run_se,prev_per_run_mean,prev_per_run_se,prev_per_year_pjm,prev_per_year_pjm_se,prev_per_year_pjm_lo,prev_per_year_pjm_hi,pct_cascade_captured
0.1,341.23333333333335,18.028054977826223,98.7,17.395213372530446,29.610000000000003,5.218564011759133,19.381614536952103,39.8383854630479,28.924489596561493
0.2,345.06666666666666,14.341398425964622,83.03333333333333,17.922854050569278,24.909999999999997,5.376856215170783,14.371361818265262,35.44863818173473,24.062982998454405
0.3,355.53333333333336,20.98564004557891,110.63333333333334,21.845617321755462,33.190000000000005,6.553685196526639,20.344777014807793,46.03522298519222,31.117569848115508
0.5,355.73333333333335,16.476240876181727,123.33333333333333,21.04266783779568,37.0,6.312800351338703,24.62691131137614,49.37308868862386,34.67016491754122
1.0,339.3666666666667,18.070200485713205,78.86666666666666,19.529566935145528,23.659999999999997,5.858870080543658,12.176614642134426,35.14338535786557,23.23936744917002
5.0,377.3,17.74753665924554,133.8,14.727907671078608,40.14,4.418372301323583,31.479990289405777,48.800009710594225,35.46249668698648
