regime,prev_per_run_mean,prev_per_run_se,prev_per_year_pjm_mean,prev_per_year_pjm_se,prev_per_year_pjm_lo,prev_per_year_pjm_hi
W12_both,99.4888888888889,10.548671386770874,29.84666666666667,3.164601416031262,23.644047891245396,36.04928544208794
W12_local_only,15.422222222222222,8.921057272871984,4.626666666666667,2.676317181861595,-0.6189150097820599,9.872248343115395
W12_net_only,74.17777777777778,10.081151096732482,22.25333333333333,3.024345329019744,16.32561648845463,28.18105017821203
