rho,seed,n_pairs,did,pre_trend_p,k-4,k-3,k-2,k-1,k0,k1,k2,k3,k4,k5,k6,k7,k8,peak_beta,peak_k
0.7,114,381,-0.04199475065616798,0.9962734359645393,0.0026246719160087405,-1.6740081543176188e-16,2.3540197569005272e-15,0.0,-1.8973538018496328e-18,-0.12860892388450712,0.01574803149605965,0.03149606299212579,0.04199475065616849,0.039370078740156744,-0.002624671916011522,0.03937007874015667,0.010498687664041419,0.04199475065616849,4
0.75,105,364,-0.024725274725274724,0.6166275288426166,0.013736263736263368,0.010989010989011068,-1.6219664500383146e-16,0.0,2.498001805406602e-16,-0.09890109890110757,0.03571428571428778,0.041208791208793685,0.021978021978022802,0.0439560439560448,0.04670329670329769,0.04395604395604531,0.043956043956045986,0.04670329670329769,6
0.75,106,383,-0.17232375979112272,0.4608758729404374,0.018276762402091272,0.0052219321148825396,1.0000680839006293e-15,0.0,1.3791051634015616e-16,-0.16710182767624251,-0.015665796344645832,0.02610966057441501,0.007832898172324698,0.018276762402089745,1.5421691701433815e-15,0.04699738903394363,0.018276762402089988,0.04699738903394363,7
0.75,107,394,-0.07106598984771574,0.14852095330167925,0.007614213197970426,0.022842639593908542,1.1214987272190058e-15,0.0,-9.519295074422729e-17,-0.06091370558374829,0.007614213197966388,0.010152284263959262,0.002538071065989975,0.02284263959390847,0.048223350253807834,0.002538071065990158,0.03299492385786857,0.048223350253807834,6
0.75,108,386,-0.10362694300518134,0.33443858384114517,0.012953367875649177,0.0129533678756489,8.799384831892354e-16,0.0,5.447031714567174e-16,-0.15284974093263362,-0.028497409326427272,0.056994818652850984,0.04663212435233355,-3.7556763254897874e-16,0.031088082901554823,0.02072538860103659,0.038860103626942644,0.04663212435233355,4
0.75,109,403,-0.11662531017369727,0.7323606150032875,0.00744416873449317,-0.009925558312654043,1.6002824065886045e-15,0.0,7.958043946043603e-16,-0.1712158808932938,-0.027295285359801618,0.03225806451612998,0.04714640198511187,0.03473945409429356,0.027295285359802003,0.012406947890819316,0.024813895781638038,0.04714640198511187,4
0.75,110,395,-0.13670886075949368,0.5066208455784726,0.017721518987344788,0.002531645569621562,6.713379852030243e-16,0.0,2.34783980451736e-15,-0.16202531645568558,2.1441182163073336e-15,0.02531645569620202,0.02025316455696184,0.048101265822784706,0.0303797468354423,0.025316455696203603,0.032911392405063834,0.048101265822784706,5
0.75,111,389,-0.10796915167095116,0.7584089300499863,0.010282776349613392,0.0025706940874027314,4.597017211338539e-17,0.0,6.379445582904708e-16,-0.11053984575834608,-0.03856041131105368,0.015424164524421573,0.038560411311053436,0.0514138817480711,0.07969151670951116,0.038560411311052714,0.04884318766066841,0.07969151670951116,6
0.75,112,387,-0.07235142118863049,0.3174940600844587,0.018087855297159908,0.015503875968992279,-1.2182095610047128e-15,0.0,5.349453519043479e-16,-0.11886304909560849,0.02067183462532556,0.0465116279069768,0.012919896640825603,0.023255813953487824,0.04909560723514066,0.038759689922479745,0.05167958656330664,0.05167958656330664,8
0.75,113,387,-0.01808785529715762,0.9404952375670597,0.002583979328165651,-0.005167958656330008,-1.1254018550399536e-16,0.0,1.4628055711174426e-15,-0.08010335917312708,-0.010335917312657372,0.0258397932816547,0.0439276485788108,0.02583979328165472,0.025839793281654054,0.023255813953489086,0.03617571059431552,0.0439276485788108,4
0.75,114,378,-0.1402116402116402,0.7673311608665792,0.005291005291006711,0.010582010582011688,3.946495907847236e-16,0.0,1.0260889360402814e-15,-0.1455026455026402,-0.002645502645504238,-0.013227513227511008,0.03703703703703888,0.023809523809524905,0.05026455026455094,0.01322751322751426,0.04497354497354637,0.05026455026455094,6
0.8,105,378,-0.09259259259259259,0.6154351726755385,-0.01587301587301601,1.605486577016535e-15,1.3725999503666486e-16,0.0,8.261620554339544e-16,-0.1243386243386197,-0.02645502645502725,0.018518518518520797,0.023809523809525182,0.03968253968254093,0.026455026455027328,0.04761904761904914,0.010582010582011716,0.04761904761904914,7
0.8,106,396,-0.11363636363636363,0.9962907339289775,0.002525252525251383,2.5587171270657905e-17,3.780612975456954e-16,0.0,1.2368578383714635e-15,-0.12878787878787668,-0.02525252525252753,0.02272727272727268,0.02020202020201959,0.0176767676767666,0.04545454545454451,0.045454545454544276,0.032828282828281596,0.04545454545454451,6
0.8,107,376,-0.05053191489361702,0.08473594905090677,0.029255319148938308,0.01063829787234072,-2.181414771040835e-16,0.0,-4.2934406030425976e-17,-0.11170212765957957,-8.187894806610529e-16,0.034574468085108626,0.06648936170212796,0.03989361702127704,0.053191489361702544,0.037234042553192036,0.06648936170212834,0.06648936170212834,8
0.8,108,394,0.005076142131979695,0.2006931957322415,-0.025380710659897186,-0.002538071065987328,1.8390237249699126e-15,0.0,1.2750217548429532e-16,-0.07868020304567709,-0.01776649746192961,0.053299492385788835,0.020304568527919765,0.025380710659899733,0.0736040609137071,0.048223350253808694,0.040609137055838525,0.0736040609137071,6
0.8,109,391,-0.12531969309462915,0.6931835374794713,-0.012787723785169531,0.0076726342711,-1.1206313654810174e-15,0.0,7.719519468096792e-17,-0.11508951406649726,-0.04347826086956241,0.03836317135549934,-0.010230179028134233,0.030690537084397583,0.05626598465473024,0.035805626598465874,0.025575447570331866,0.05626598465473024,6
0.8,110,397,-0.10831234256926953,0.77763189353305,0.007556675062972168,-0.00503778337531443,-2.500170209751573e-16,0.0,4.2500725161431774e-16,-0.16876574307303802,-0.0100755667506344,0.04282115869017619,0.030226700251887978,0.0025188916876569987,0.04785894206549031,0.027707808564230763,0.022670025188916122,0.04785894206549031,6
0.8,111,378,-0.06878306878306878,0.7705690983174514,0.007936507936509733,0.007936507936509392,6.353424730765056e-16,0.0,1.2836953722228372e-15,-0.12433862433861932,-0.0026455026455040435,0.0052910052910076465,0.06878306878307042,0.047619047619049185,0.02645502645502762,0.05820105820105993,0.05291005291005456,0.06878306878307042,4
0.8,112,392,-0.11479591836734694,0.8792427610252028,-0.002551020408163899,0.007653061224489671,-8.673617379884035e-18,0.0,2.1553939189011828e-16,-0.17602040816326522,0.030612244897959866,0.03316326530612192,0.002551020408162458,0.04081632653061113,0.04336734693877483,0.002551020408162125,0.02040816326530527,0.04336734693877483,6
0.8,113,385,-0.13506493506493505,0.7376368031466257,0.010389610389613745,0.0025974025974058275,1.6237011735142914e-15,0.0,3.170207152347615e-15,-0.1688311688311624,-0.02597402597402618,0.03376623376623615,0.03896103896104133,0.01818181818182049,0.03376623376623585,0.04675324675324874,0.046753246753249156,0.046753246753249156,8
0.8,114,394,-0.04060913705583756,0.8017948578944953,-0.010152284263958353,-0.005076142131978459,1.4346163146328195e-15,0.0,-9.584347204771859e-17,-0.1192893401015134,0.01015228426395836,0.025380710659899375,0.027918781725888697,0.032994923857868716,0.043147208121828165,0.03553299492385855,0.04568527918781758,0.04568527918781758,8
0.85,105,388,-0.09278350515463918,0.20062955385732043,0.018041237113402553,0.015463917525772931,-4.579669976578771e-16,0.0,-4.3107878378023656e-16,-0.09278350515463242,-0.020618556701030556,0.020618556701029505,0.03350515463917383,0.054123711340205605,0.038659793814432596,0.06443298969072056,0.030927835051545484,0.06443298969072056,7
0.85,106,392,-0.08928571428571429,0.13287637789380324,0.020408163265307047,0.020408163265305555,2.389581588158052e-16,0.0,5.082739784612045e-16,-0.13265306122448953,0.020408163265307876,0.06122448979591869,0.00255102040816327,0.05102040816326462,0.03316326530612236,0.04336734693877496,0.040816326530611784,0.05102040816326462,5
