project_id,poi_id,mw,t_entry,t_cod,t_exit,status,H_base,U_final,poi_mu,poi_c_per_kw
424,93,264.0,41,65,41.0,withdrawn,20987912.199406773,90428593.08086976,18464577.6923296,342.5325495487491
425,67,20.0,41,108,108.0,completed,73604797.94664854,1785780.9964148316,71233620.03090759,89.28904982074158
426,348,5.0,41,85,85.0,completed,22441078.660410948,471645.37813973473,20456966.269943833,94.32907562794695
427,79,50.0,41,102,102.0,completed,58761894.996179834,11153781.526160203,54895966.38049435,223.07563052320404
428,32,550.0,41,116,41.0,withdrawn,39137317.571563,296612080.58770317,35664633.53315247,539.2946919776421
429,238,7.0,41,89,41.0,withdrawn,-3157400.4143257993,1840197.8380054457,232864.25061859406,262.88540542934936
430,13,19.0,42,98,42.0,withdrawn,-21864831.949609205,8925900.153389644,-21244594.448790185,469.78421859945496
431,200,18.8,42,66,66.0,completed,20332427.438292265,1613982.125172826,20483714.931360383,85.85011304110776
432,194,95.76,42,109,109.0,completed,50512710.36287785,16199399.611734563,49388662.74999737,169.1666626120986
433,230,11.3,42,66,66.0,completed,42196189.31493335,4912214.851956186,40923715.28864875,434.7092789341757
434,60,120.0,42,66,42.0,withdrawn,30876285.30543572,22473115.35382908,33761029.06121043,187.275961281909
435,205,6.6,42,76,76.0,completed,50884573.90866038,921402.8422746304,47829995.27692953,139.6064912537319
436,174,1.5,42,89,89.0,completed,44373008.13654152,216538.37176675617,42280785.421184495,144.35891451117078
437,227,19.0,42,97,42.0,withdrawn,8876952.460913612,5576771.614379126,11775270.82173551,293.5142954936382
438,255,127.0,42,105,44.0,withdrawn,39362197.38770818,21073600.911825527,43932985.56776567,165.9338654474451
439,143,7.25,42,66,50.0,withdrawn,14100258.883771133,1358714.3892523476,16692865.464948108,187.4088812761859
440,297,230.0,43,159,43.0,withdrawn,12921069.126922838,39352004.025101855,19384914.794620525,171.0956696743559
441,52,357.0,43,67,43.0,withdrawn,53301391.53721989,41974057.13385122,54362367.59663428,117.57438973067569
442,338,60.0,43,116,116.0,completed,41154835.697403826,6706802.416352275,40923884.71798115,111.78004027253792
443,10,70.0,43,108,43.0,withdrawn,-26079971.982108623,7191511.036519952,-31292708.372980047,102.73587195028503
444,322,575.0,43,119,43.0,withdrawn,62919083.65885279,224451995.86155158,64962995.91291734,390.3512971505245
445,274,20.0,43,112,48.0,withdrawn,27197980.231136404,10821608.166340055,25233059.935020108,541.0804083170027
446,39,65.0,43,80,43.0,withdrawn,15816610.288590843,15368321.120205678,21725587.38610713,236.4357095416258
447,67,100.0,43,107,107.0,completed,75559291.64263037,8928904.982074158,71233620.03090759,89.28904982074158
448,173,200.0,43,128,43.0,withdrawn,39704811.83154504,101538519.67391255,39431534.173721395,507.69259836956275
449,123,159.0,43,80,43.0,withdrawn,-5844663.390498265,14643965.549929094,-4722439.104468127,92.10041226370498
450,346,5.0,43,67,50.0,withdrawn,4350153.4404738825,810187.3399814321,-4176456.2558859554,162.0374679962864
451,56,208.8,44,131,131.0,completed,62321331.59374184,26368309.76928227,59983408.31186223,126.28500847357408
452,224,4.6,44,68,68.0,completed,48297660.75748132,634187.7841774484,51366488.21119465,137.86690960379315
453,225,102.7,44,87,44.0,withdrawn,46933745.00467834,55031619.376686424,53637472.66312457,535.8482899385241
454,0,150.0,44,68,45.0,withdrawn,20202122.592126764,10928565.16146985,18735909.489860196,72.85710107646567
455,376,30.0,44,110,110.0,completed,64479227.31980123,4087127.7493428877,64740550.13219108,136.23759164476292
456,388,30.0,44,116,116.0,completed,36269311.78175822,14779704.111263288,30654057.49763459,492.6568037087763
457,176,3.9,44,68,68.0,completed,66377724.231928945,1127454.6218334176,65650847.747766994,289.09092867523526
458,282,5.8,44,131,131.0,completed,60065541.77965308,2308544.976464393,56951464.472705,398.02499594213674
459,135,50.0,45,87,55.0,withdrawn,26934179.512456562,12505140.481755838,29654886.047737733,250.10280963511676
460,118,80.0,45,69,69.0,completed,33724308.3635982,15686553.187341817,34443805.12876973,196.08191484177271
461,123,10.0,45,145,45.0,withdrawn,-8622464.958781933,921004.1226370498,-4722439.104468127,92.10041226370498
462,234,20.0,45,77,45.0,withdrawn,-4644015.251753844,8322117.322258997,3817063.2576457774,416.1058661129498
463,213,18.0,45,106,106.0,completed,53706678.57373397,1703004.9721956989,59887257.073632956,94.6113873442055
464,156,14.0,45,74,74.0,completed,31053802.113689136,3732668.6394960727,25554836.6810432,266.61918853543375
465,241,75.0,45,69,45.0,withdrawn,49680149.53384234,35240316.64840293,42251009.91208838,469.8708886453724
466,246,100.0,45,94,45.0,withdrawn,29877138.60773728,34584809.61453568,26861374.712011706,345.84809614535686
467,397,126.5,46,90,90.0,completed,59997855.430912375,21552242.950670637,63317245.51298972,170.37346206063745
468,384,450.0,46,87,46.0,withdrawn,12979848.194545386,45614846.41207641,10375126.806888953,101.36632536016981
469,187,1.5,46,72,72.0,completed,74104178.4662751,227392.854125655,71934840.85425088,151.59523608377
470,187,85.0,46,83,83.0,completed,70615855.1763427,12885595.06712045,71934840.85425088,151.59523608377
471,56,20.0,46,89,89.0,completed,55879371.31565079,2525700.169471482,59983408.31186223,126.28500847357408
472,254,75.0,46,90,90.0,completed,80734452.24299692,17916179.494261943,79632959.8556182,238.8823932568259
473,394,15.7,47,71,71.0,completed,75473280.96133104,1736522.849406554,74444205.12329715,110.6065509176149
474,335,7.0,47,71,71.0,completed,71248258.3387522,2349811.976647058,72909216.16813341,335.68742523529403
475,22,2.0,47,79,79.0,completed,53645647.94872913,718398.2693515087,53217855.851858646,359.19913467575435
476,54,20.0,47,76,76.0,completed,82085334.1147267,6758920.799142626,78491201.04827529,337.94603995713135
477,353,100.0,47,71,47.0,withdrawn,57317699.559290595,53525752.084869586,54288331.494047984,535.2575208486959
478,123,2.0,47,82,48.0,withdrawn,-1891070.0493823083,184200.82452740998,-4722439.104468127,92.10041226370498
479,268,12.5,47,84,84.0,completed,36985227.836546645,7017267.2077140175,34664605.326879784,561.3813766171214
480,57,206.0,47,163,47.0,withdrawn,32344357.55697346,22225590.26863078,37435335.32394455,107.89121489626594
481,77,20.0,47,85,47.0,withdrawn,-14727266.719886595,1888857.4695391222,-19265385.24488529,94.44287347695611
482,292,20.0,47,72,72.0,completed,38828782.627278306,1729402.6802866128,43069936.602331206,86.47013401433064
483,52,70.0,48,102,102.0,completed,53760746.7382097,8230207.281147299,54362367.59663428,117.57438973067569
484,253,1.5,48,115,115.0,completed,41810818.46805785,181628.431331833,37268564.09380432,121.08562088788868
485,398,240.0,48,103,103.0,completed,63805447.28997088,24539288.36369472,66613495.23345091,102.24703484872799
486,261,10.0,48,119,119.0,completed,38166768.679326884,1424043.4429682414,36006412.550011575,142.40434429682415
487,90,50.0,48,91,91.0,completed,41981081.09689317,6552935.883719775,41441010.523029014,131.0587176743955
488,342,1010.0,49,73,49.0,withdrawn,-6335290.6188289765,85683925.47572997,-9518452.689086763,84.83556977795047
489,182,18.0,49,73,73.0,completed,62541703.958262816,9963547.340509798,66218944.310262665,553.5304078060999
490,276,6.0,49,106,106.0,completed,51490339.11040069,566896.6269617688,46249458.533663705,94.48277116029479
491,215,79.0,49,98,98.0,completed,39891987.2291944,22679961.413755935,35700554.675646916,287.0881191614675
492,123,80.0,49,73,49.0,withdrawn,-3781548.5023168502,7368032.981096398,-4722439.104468127,92.10041226370498
493,121,250.0,49,101,49.0,withdrawn,59903840.35393872,43649495.78637091,59186656.823125266,174.59798314548365
494,292,800.1,49,73,49.0,withdrawn,47027090.53652969,69184754.22486594,43069936.602331206,86.47013401433064
495,292,11.0,50,74,74.0,completed,48813335.47271777,951171.474157637,43069936.602331206,86.47013401433064
496,121,15.0,50,74,74.0,completed,53744492.342370406,2618969.7471822547,59186656.823125266,174.59798314548365
497,224,58.0,50,97,97.0,completed,52519679.36163625,7996280.757020002,51366488.21119465,137.86690960379315
498,79,20.0,50,74,74.0,completed,52864139.870286934,4461512.61046408,54895966.38049435,223.07563052320404
499,313,39.4,50,81,81.0,completed,63005755.28342315,3844256.9069814566,67800631.55549785,97.5699722584126
500,259,12.0,50,82,82.0,completed,43335875.338979386,1205711.4788131968,46492648.87537469,100.47595656776639
501,7,87.3,50,150,50.0,withdrawn,21569989.90013558,25473236.405202862,22773063.297026906,291.78964954413357
502,103,200.0,50,101,50.0,withdrawn,64644465.61188657,33434076.02764734,65822548.35256741,167.17038013823668
503,176,10.0,50,74,74.0,completed,63223292.99484288,2890909.286752353,65650847.747766994,289.09092867523526
504,199,9.9,50,74,51.0,withdrawn,22654044.045389004,912064.4121937001,22708609.62586289,92.12771840340405
505,327,300.0,50,74,50.0,withdrawn,52521374.04548086,65016413.91577442,42734789.253923625,216.72137971924806
506,151,120.0,50,74,50.0,withdrawn,39753567.174879745,40330279.02986608,46654441.554932766,336.0856585822173
507,372,6.0,50,84,84.0,completed,40284297.05890855,1361725.181909421,35735589.38962432,226.95419698490352
508,86,200.0,50,93,50.0,withdrawn,39169166.37519195,19790143.359656855,39242663.6285703,98.95071679828429
509,340,18.75,50,74,74.0,completed,67344742.73468827,6310122.158014131,69096258.12331724,336.53984842742034
510,394,300.0,51,98,98.0,completed,75758040.08459973,33181965.27528447,74444205.12329715,110.6065509176149
511,276,50.0,51,75,75.0,completed,49901566.120980635,4724138.55801474,46249458.533663705,94.48277116029479
512,367,48.3,51,75,75.0,completed,36582943.73363728,9384555.907133676,29501605.11834161,194.29722375017963
513,380,27.0,51,148,148.0,completed,31586708.601103146,1921241.8174199106,32015845.01807808,71.15710434888558
514,341,9.0,51,75,75.0,completed,31167617.4185673,817393.150453334,29083529.38370249,90.82146116148155
515,44,175.0,51,143,52.0,withdrawn,36755817.5606657,18673116.748415574,30710887.244591296,106.70352427666043
516,197,150.0,51,75,51.0,withdrawn,29577536.03818669,24796164.5955026,26900380.612589244,165.30776397001733
517,150,20.0,51,86,86.0,completed,74814361.0686187,5155362.545977368,82823870.19329381,257.7681272988684
518,44,200.0,51,75,51.0,withdrawn,27848413.06032564,21340704.855332084,30710887.244591296,106.70352427666043
519,217,80.0,51,128,128.0,completed,32768947.725811545,8639062.588019153,29764779.3240098,107.9882823502394
520,91,22.0,51,80,80.0,completed,54536387.08952028,3369224.736447322,56137077.71204635,153.14657892942375
521,79,20.0,52,76,76.0,completed,51169831.1662828,4461512.61046408,54895966.38049435,223.07563052320404
522,136,19.8,52,109,52.0,withdrawn,15825146.662945015,3682031.6612969628,15052930.909537623,185.9611950149981
523,324,34.0,52,98,52.0,withdrawn,-19178991.977003016,3271933.6337201013,-18367341.6869214,96.23334216823827
524,394,7.0,52,93,93.0,completed,69130253.90618856,774245.8564233043,74444205.12329715,110.6065509176149
525,350,90.0,52,111,52.0,withdrawn,5962129.424771507,16181578.641177539,602160.2849612139,179.79531823530598
526,380,25.0,52,102,102.0,completed,39052345.43934458,1778927.6087221396,32015845.01807808,71.15710434888558
527,246,40.0,52,82,82.0,completed,30934184.02349224,13833923.845814275,26861374.712011706,345.84809614535686
528,182,170.0,52,94,52.0,withdrawn,69694277.05435689,94100169.32703699,66218944.310262665,553.5304078060999
529,190,481.5,52,101,52.0,withdrawn,-4720036.259162565,109413355.93619803,-11780452.901524678,227.234384083485
530,174,200.0,52,95,52.0,withdrawn,38090794.42509494,28871782.902234156,42280785.421184495,144.35891451117078
531,67,15.0,52,101,101.0,completed,66995606.381450266,1339335.7473111236,71233620.03090759,89.28904982074158
532,123,11.0,52,95,52.0,withdrawn,-6380015.707089218,1013104.5349007547,-4722439.104468127,92.10041226370498
533,42,80.0,52,121,52.0,withdrawn,25887683.00801292,39399442.392908946,24696265.53857581,492.4930299113618
534,163,11.0,53,95,95.0,completed,72812081.41916703,1070608.864624309,68215776.6712359,97.32807860220989
535,93,115.0,53,77,53.0,withdrawn,19546653.694340315,39391243.19810615,18464577.6923296,342.5325495487491
536,55,207.5,53,77,53.0,withdrawn,20491834.174479567,91316269.27780302,22944188.032426976,440.07840615808686
537,155,15.9,53,118,54.0,withdrawn,20994790.84139998,2795874.310614664,28650933.048805475,175.84115161098515
538,210,200.0,53,117,53.0,withdrawn,79240223.07721277,56604600.71874083,69197686.26802427,283.0230035937041
539,123,5.0,53,77,53.0,withdrawn,3195030.56188516,460502.0613185249,-4722439.104468127,92.10041226370498
540,33,19.9,53,104,104.0,completed,55035833.961473376,3085025.771287021,49263425.903462134,155.0264206676895
541,108,34.0,53,132,53.0,withdrawn,15309464.422278168,14763828.803692369,18122151.196413465,434.2302589321285
542,107,10.0,53,82,82.0,completed,53110468.7066238,4138291.428429703,55114257.53962091,413.8291428429703
543,226,23.57,53,152,152.0,completed,29829458.342684824,3828482.9227303904,28226796.7460548,162.43033189352525
544,118,20.0,53,98,98.0,completed,30868390.597979885,3921638.296835454,34443805.12876973,196.08191484177271
545,200,10.0,53,99,58.0,withdrawn,16526118.069318794,858501.1304110776,20483714.931360383,85.85011304110776
546,87,23.0,54,81,81.0,completed,30598023.97298341,9529873.068912964,24023652.247376557,414.3423073440419
547,38,2.5,54,78,78.0,completed,83714286.93010265,626049.7488166246,77089655.23845056,250.41989952664986
548,112,20.0,54,116,116.0,completed,31528001.334310662,2357336.657471337,29926451.408115745,117.86683287356684
549,263,4.1,54,92,66.0,withdrawn,8164064.692666211,1654509.7978836454,993540.8427668235,403.5389750935721
550,163,2.0,54,78,78.0,completed,69526237.97186443,194656.15720441978,68215776.6712359,97.32807860220989
551,68,3.75,54,139,139.0,completed,21990147.162930552,449048.20258525654,25626382.753771614,119.74618735606842
552,368,19.95,55,119,119.0,completed,40321021.897593796,2427573.0756578636,43537717.138420075,121.68286093523126
553,325,14.0,55,79,79.0,completed,55436492.71958247,5908288.581708051,50432039.51230646,422.02061297914656
554,350,5.0,55,81,55.0,withdrawn,-2460946.002441859,898976.59117653,602160.2849612139,179.79531823530598
555,225,3.3,55,102,102.0,completed,49908556.497745045,1768299.3567971294,53637472.66312457,535.8482899385241
556,224,150.0,55,93,93.0,completed,46623607.25354625,20680036.440568972,51366488.21119465,137.86690960379315
557,156,20.0,55,143,55.0,withdrawn,20426904.45404569,5332383.770708675,25554836.6810432,266.61918853543375
558,156,78.0,55,79,55.0,withdrawn,29664643.419195864,20796296.70576383,25554836.6810432,266.61918853543375
559,337,75.0,55,79,79.0,completed,57030733.80229435,11406636.633989267,55998065.12831995,152.08848845319022
560,151,130.0,55,125,55.0,withdrawn,49415751.733110055,43691135.61568826,46654441.554932766,336.0856585822173
561,184,5.0,55,79,79.0,completed,47483643.79175998,1392289.4542527092,43410023.46724681,278.45789085054184
562,397,79.1,55,133,133.0,completed,61984046.47258754,13476540.848996421,63317245.51298972,170.37346206063745
563,140,90.0,55,80,55.0,withdrawn,15079033.558630422,49488348.33024629,9190074.511128811,549.8705370027366
564,324,220.0,55,128,55.0,withdrawn,-20874902.399961032,21171335.27701242,-18367341.6869214,96.23334216823827
565,118,5.0,55,96,96.0,completed,30060901.025577527,980409.5742088635,34443805.12876973,196.08191484177271
566,8,74.9,55,116,57.0,withdrawn,31845549.71055637,7245441.986056683,30351083.070348777,96.73487297805984
567,226,2.0,55,117,117.0,completed,28804988.257848788,324860.6637870505,28226796.7460548,162.43033189352525
568,182,1100.0,55,133,55.0,withdrawn,66790783.332405485,608883448.5867099,66218944.310262665,553.5304078060999
569,309,4.99,55,79,55.0,withdrawn,-10875381.955503106,2251215.549586501,-14936667.322246492,451.1454007187376
570,13,12.0,56,92,56.0,withdrawn,-19825366.72142152,5637410.62319346,-21244594.448790185,469.78421859945496
571,43,13.0,56,109,56.0,withdrawn,-9118826.055885876,2430676.842302121,-10192421.49437332,186.9751417155478
572,363,40.0,56,144,57.0,withdrawn,31369575.902195785,12367017.285749152,39051488.976571865,309.1754321437288
573,16,20.0,56,109,109.0,completed,35371050.955773525,6484607.154908446,33889095.80739114,324.2303577454223
574,107,2.64,56,80,80.0,completed,53900925.20639831,1092508.9371054417,55114257.53962091,413.8291428429703
575,161,120.0,56,80,56.0,withdrawn,42766462.8781605,22005526.139711704,44423694.642384306,183.37938449759753
576,7,100.0,56,80,56.0,withdrawn,18264443.658537254,29178964.954413358,22773063.297026906,291.78964954413357
577,44,15.9,57,81,81.0,completed,29510786.393872302,1696586.035998901,30710887.244591296,106.70352427666043
578,342,85.0,57,81,57.0,withdrawn,-19204469.613832023,7211023.43112579,-9518452.689086763,84.83556977795047
579,275,368.0,57,81,81.0,completed,79814581.13212195,30180783.714784555,77646317.0136141,82.01299922495804
580,381,1500.0,57,128,57.0,withdrawn,-7258905.235490841,165287432.9121407,-5522837.957703789,110.19162194142714
581,187,550.0,57,81,57.0,withdrawn,70740385.20182726,83377379.8460735,71934840.85425088,151.59523608377
582,358,10.0,57,134,61.0,withdrawn,13649556.286108507,1291863.9309859534,14585622.313610626,129.18639309859535
583,205,42.0,57,118,118.0,completed,46483785.43953116,5863472.63265674,47829995.27692953,139.6064912537319
584,190,600.0,57,95,57.0,withdrawn,-869381.3300711092,136340630.450091,-11780452.901524678,227.234384083485
585,393,1.282,58,106,106.0,completed,39565789.0975871,371715.8400985663,40965019.77321109,289.9499532750127
586,40,6.4,58,133,133.0,completed,62255749.00962522,1060125.9525856879,61121820.31136069,165.64468009151372
587,230,50.0,58,82,70.0,withdrawn,37952294.292258024,21735463.946708784,40923715.28864875,434.7092789341757
588,111,350.0,58,82,82.0,completed,83175688.19785757,41562902.00034701,80905645.9932505,118.75114857242004
589,313,20.0,58,126,126.0,completed,69975067.64242627,1951399.445168252,67800631.55549785,97.5699722584126
590,47,2.45,58,82,82.0,completed,79373340.84771985,228204.35668010378,72919816.4284812,93.1446353796342
591,311,5.0,58,82,82.0,completed,38295507.61910664,2191447.1109262574,40257282.27715366,438.28942218525157
592,87,2.52,58,82,82.0,completed,25371535.95088132,1044142.6145069856,24023652.247376557,414.3423073440419
593,174,7.0,58,117,117.0,completed,44704153.74911275,1010512.4015781955,42280785.421184495,144.35891451117078
594,162,160.0,59,83,59.0,withdrawn,7562381.446652418,14839136.037962722,6825302.2449784065,92.74460023726701
595,187,60.0,59,99,99.0,completed,71018241.33223096,9095714.165026201,71934840.85425088,151.59523608377
596,80,8.0,59,137,137.0,completed,34491416.627402805,694313.6550556404,36511711.2029342,86.78920688195505
597,151,40.0,59,136,136.0,completed,47040560.62442699,13443426.343288694,46654441.554932766,336.0856585822173
598,31,10.5,59,98,61.0,withdrawn,15217251.197077304,782089.3624791868,15186854.238552138,74.48470118849399
599,1,500.0,59,92,59.0,withdrawn,22837735.278776385,184525788.17968738,18144688.456887275,369.05157635937474
600,390,50.0,59,143,143.0,completed,40612963.24633589,5542777.258674913,44449274.949867465,110.85554517349827
601,22,80.0,59,93,59.0,withdrawn,59035994.63365656,28735930.774060346,53217855.851858646,359.19913467575435
602,15,140.0,59,122,122.0,completed,67536631.57068843,26293890.788483378,68123891.98454078,187.81350563202415
603,88,371.0,60,84,60.0,withdrawn,23854852.664521135,88307825.02331515,25135678.703265153,238.02648254262843
604,97,10.0,60,112,60.0,withdrawn,-23310659.456775397,911502.0851463497,-17110053.87471186,91.15020851463497
605,235,150.0,60,84,84.0,completed,63800221.16905441,20754012.182396498,63021016.28507917,138.36008121597666
606,385,91.0,60,126,60.0,withdrawn,26455312.997926485,40819685.07320725,23611803.874914236,448.56796783744227
607,230,70.0,60,175,60.0,withdrawn,39157058.88268781,30429649.525392298,40923715.28864875,434.7092789341757
608,158,2.308,60,103,60.0,withdrawn,-9309444.445608415,1281683.582182514,-8330227.580224578,555.3221759889576
609,105,150.0,60,124,60.0,withdrawn,33943301.5511856,17696963.31350024,26311914.69516202,117.97975542333494
610,250,14.2,60,84,84.0,completed,75424481.82836463,1657945.24305792,71679531.26772606,116.7567072576
611,90,2.0,60,133,133.0,completed,46832069.423985064,262117.43534879098,41441010.523029014,131.0587176743955
612,212,200.0,61,86,86.0,completed,99746048.28744012,25102632.36233613,90731840.26389934,125.51316181168065
613,178,77.0,61,85,65.0,withdrawn,27134923.474483423,5942199.8136436865,27064036.12905795,77.1714261512167
614,216,44.8,61,125,61.0,withdrawn,30302632.67924206,20948256.29428576,29569346.04453309,467.59500656887855
615,220,46.0,61,85,76.0,withdrawn,41447215.41252733,23492636.241283163,39532855.44653549,510.70948350615566
616,185,34.9,61,119,62.0,withdrawn,16183221.6513293,4635420.984121332,12104413.067589056,132.82008550490923
617,310,13.0,61,137,61.0,withdrawn,-3229364.68521737,1243402.1174483022,-7058162.044775671,95.64631672679249
618,153,4.0,61,91,91.0,completed,23597509.520783026,440472.2307564917,22322367.98929395,110.11805768912294
619,52,32.5,61,98,98.0,completed,54230466.38615922,3821167.66624696,54362367.59663428,117.57438973067569
620,246,101.47,61,141,61.0,withdrawn,30232021.99585528,35093206.31586936,26861374.712011706,345.84809614535686
621,313,80.0,61,161,161.0,completed,67502234.32785113,7805597.780673008,67800631.55549785,97.5699722584126
622,308,19.9,61,91,91.0,completed,52233458.881158404,3907281.5483291578,57390131.08285864,196.3458064487014
623,105,3.0,62,117,117.0,completed,23662671.22194467,353939.2662700048,26311914.69516202,117.97975542333494
624,57,133.6,62,86,86.0,completed,37072187.71657651,14414266.31014113,37435335.32394455,107.89121489626594
625,374,119.04,62,111,62.0,withdrawn,-23709458.79047157,14803872.709758965,-20354684.276075073,124.36048983332464
626,211,16.94,62,118,73.0,withdrawn,14621675.670068225,1572176.3598673616,13696029.850860156,92.80852183396466
627,342,200.0,62,117,62.0,withdrawn,-19956046.254679892,16967113.955590095,-9518452.689086763,84.83556977795047
628,259,100.0,62,118,118.0,completed,47405232.50674608,10047595.656776639,46492648.87537469,100.47595656776639
629,324,84.0,62,140,62.0,withdrawn,-22726060.52604396,8083600.742132015,-18367341.6869214,96.23334216823827
630,93,20.0,62,90,62.0,withdrawn,15786954.117175419,6850650.990974982,18464577.6923296,342.5325495487491
631,52,2.45,62,109,109.0,completed,51781324.065696955,288057.2548401554,54362367.59663428,117.57438973067569
632,234,200.0,62,86,62.0,withdrawn,7589752.245790906,83221173.22258995,3817063.2576457774,416.1058661129498
633,190,14.0,63,135,63.0,withdrawn,-4188243.9593929797,3181281.3771687895,-11780452.901524678,227.234384083485
634,386,19.84,63,131,63.0,withdrawn,-7057067.474363673,3727416.449938303,338943.6682451696,187.87381300092252
635,111,67.25,63,96,96.0,completed,75088841.7300608,7986014.741495247,80905645.9932505,118.75114857242004
636,123,800.0,63,100,63.0,withdrawn,-3486584.563497501,73680329.81096399,-4722439.104468127,92.10041226370498
637,362,69.1,63,106,63.0,withdrawn,9979989.569828551,27277669.083659306,5913155.005193223,394.75642668103194
638,150,2.0,63,122,122.0,completed,82558112.53518467,515536.2545977369,82823870.19329381,257.7681272988684
639,387,150.0,63,87,63.0,withdrawn,1548435.2765704414,28541391.444126323,-249242.57709689534,190.27594296084214
640,139,90.0,63,87,64.0,withdrawn,26249766.3638343,9416195.954158127,21832115.201344796,104.62439949064586
641,1,12.0,63,87,72.0,withdrawn,23025431.4106341,4428618.916312496,18144688.456887275,369.05157635937474
642,380,50.0,63,136,136.0,completed,29526645.77111377,3557855.217444279,32015845.01807808,71.15710434888558
643,226,20.0,64,133,133.0,completed,31382138.07665451,3248606.637870505,28226796.7460548,162.43033189352525
644,270,44.7,64,135,135.0,completed,30417140.802370552,4365335.533642724,30230988.491636284,97.65851305688419
645,26,48.0,64,88,64.0,withdrawn,15620378.636201655,20458120.485862907,21261184.471747927,426.2108434554772
646,146,42.0,64,94,94.0,completed,29685638.601196963,6046443.168295501,28677963.842054218,143.96293257846432
647,156,525.0,64,90,64.0,withdrawn,20812238.628334105,139975073.98110273,25554836.6810432,266.61918853543375
648,228,120.0,64,88,82.0,withdrawn,16334833.698212085,8939783.456884231,13295164.233980505,74.49819547403527
649,386,6.16,65,127,65.0,withdrawn,8460713.436888393,1157302.6880856827,338943.6682451696,187.87381300092252
650,112,34.0,65,136,75.0,withdrawn,22551774.782942265,4007472.3177012727,29926451.408115745,117.86683287356684
651,368,36.6,65,93,93.0,completed,47496770.53714411,4453592.710229465,43537717.138420075,121.68286093523126
652,121,15.0,65,135,135.0,completed,55039833.83464049,2618969.7471822547,59186656.823125266,174.59798314548365
653,380,100.0,65,133,102.0,withdrawn,28068469.273827374,7115710.434888558,32015845.01807808,71.15710434888558
654,146,2.0,65,89,89.0,completed,26309865.02459842,287925.86515692866,28677963.842054218,143.96293257846432
655,347,12.5,65,127,67.0,withdrawn,14268614.710728403,6898826.575840649,16891437.014794976,551.906126067252
656,228,600.0,65,114,65.0,withdrawn,8806708.083778434,44698917.28442116,13295164.233980505,74.49819547403527
657,55,110.0,65,94,65.0,withdrawn,13433380.024446728,48408624.677389555,22944188.032426976,440.07840615808686
658,123,1310.0,65,135,65.0,withdrawn,856748.4872585641,120651540.06545353,-4722439.104468127,92.10041226370498
659,299,20.0,65,124,124.0,completed,46644688.35779372,5712446.7560715815,43257248.6404148,285.62233780357906
660,139,72.0,66,92,66.0,withdrawn,19282866.295522165,7532956.7633265015,21832115.201344796,104.62439949064586
661,200,200.0,66,90,66.0,withdrawn,16928065.48143068,17170022.608221553,20483714.931360383,85.85011304110776
662,289,20.0,66,115,66.0,withdrawn,5787998.217761304,11075980.019246053,8207466.828456392,553.7990009623027
663,378,80.0,66,95,69.0,withdrawn,41845227.79387188,23058339.110201906,48755062.40066102,288.2292388775238
664,105,971.2,66,126,66.0,withdrawn,27254398.65552018,114581938.4671429,26311914.69516202,117.97975542333494
665,182,247.8,66,109,66.0,withdrawn,69689349.49791698,137164835.05435157,66218944.310262665,553.5304078060999
666,139,300.0,66,90,66.0,withdrawn,18585204.83531532,31387319.84719376,21832115.201344796,104.62439949064586
667,230,7.0,66,111,111.0,completed,38315838.389997095,3042964.9525392298,40923715.28864875,434.7092789341757
668,146,9.4,66,98,98.0,completed,27928417.8327836,1353251.5662375647,28677963.842054218,143.96293257846432
669,44,20.0,66,130,130.0,completed,27065666.046575993,2134070.4855332086,30710887.244591296,106.70352427666043
670,99,200.0,67,96,96.0,completed,48808867.69411724,17481115.141992856,53846376.74834205,87.4055757099643
671,386,14.0,67,118,67.0,withdrawn,-5323340.341420078,2630233.3820129153,338943.6682451696,187.87381300092252
672,338,241.5,67,157,68.0,withdrawn,43643450.21302016,26994879.725817908,40923884.71798115,111.78004027253792
673,276,291.0,67,91,69.0,withdrawn,42012380.08796425,27494486.407645784,46249458.533663705,94.48277116029479
674,145,299.2,67,97,67.0,withdrawn,39440225.63861851,142931763.94210213,32271371.21096664,477.7131147797532
675,183,3.7,67,143,101.0,withdrawn,18773589.39200806,789466.975131465,7835803.510235242,213.36945273823378
676,136,2.0,67,129,92.0,withdrawn,14089172.524214352,371922.3900299962,15052930.909537623,185.9611950149981
677,337,20.0,67,112,112.0,completed,57235873.71077747,3041769.7690638043,55998065.12831995,152.08848845319022
678,123,20.0,67,132,67.0,withdrawn,-12021068.375671921,1842008.2452740995,-4722439.104468127,92.10041226370498
679,103,15.4,67,120,120.0,completed,69948969.27839006,2574423.854128845,65822548.35256741,167.17038013823668
680,93,150.0,67,91,67.0,withdrawn,9510030.569311269,51379882.43231236,18464577.6923296,342.5325495487491
681,156,205.0,67,135,67.0,withdrawn,20196691.001152206,54656933.64976392,25554836.6810432,266.61918853543375
682,238,20.0,67,145,67.0,withdrawn,707233.2857038263,5257708.108586987,232864.25061859406,262.88540542934936
683,391,765.0,68,92,68.0,withdrawn,40972296.551515944,182673132.02512053,46313460.4744898,238.78840787597454
684,386,200.0,68,92,68.0,withdrawn,121732.87154042635,37574762.60018451,338943.6682451696,187.87381300092252
685,193,20.0,68,92,92.0,completed,38335765.147378534,9289359.397724833,30437503.93374346,464.46796988624163
686,136,2.5,68,92,92.0,completed,18019112.890824474,464902.98753749527,15052930.909537623,185.9611950149981
