regime,seed,total_wd,total_deposited,total_absorbed,pool_residual,diff_k1,diff_k2,diff_k3,diff_k4,diff_k5,diff_k6,diff_k7,diff_k8
ON_no_pool,108,4679,0.0,0.0,0.0,0.06078431372549019,0.04300653594771242,0.003730272596843623,0.04912854030501089,-0.02544055596922313,0.002024035420619859,0.010980392156862744,0.01764705882352941
ON_no_pool,109,4760,0.0,0.0,0.0,0.0667563820243047,0.03016002047298621,0.026139372429722273,-0.011195521791283485,0.0114690557885373,0.03239375712544719,0.018699553817616683,-0.0051175297076936415
ON_no_pool,110,4733,0.0,0.0,0.0,0.059431889516635285,0.06957353745215965,0.027761542957334892,0.009578036723163841,0.005370028528276567,0.019531614178366987,0.00847457627118644,0.0018654727640976445
ON_no_pool,111,4782,0.0,0.0,0.0,0.09505135387488327,0.016712454212454216,-0.006837046745303617,0.05886154011154011,0.016033026113671273,0.0010980120203421175,0.03551996399934544,-0.005894590846047158
ON_no_pool,112,4786,0.0,0.0,0.0,0.06185368536853685,-0.011891643709825518,0.012542087542087542,0.04678649237472768,0.01651376146788991,0.03289473684210526,0.013008800880088007,0.004797979797979798
ON_no_pool,113,4638,0.0,0.0,0.0,0.05968743159145636,0.0007652590816891111,0.011009321761491483,-0.011301933360756893,0.03017570664629488,0.021066277750769732,-0.004774637127578304,-0.0104912535121907
ON_no_pool,114,4854,0.0,0.0,0.0,0.09550972648822584,0.05504972941348545,0.014982110912343471,0.03235823719709455,-0.004297269969666329,-0.005655750672361966,0.001823985408116735,0.0436046511627907
ON_no_pool,115,4879,0.0,0.0,0.0,0.05751452039729182,0.04508203822097475,0.02894931557528672,0.04736947189777378,0.008884411064297493,0.03013626834381551,0.01432246998284734,-0.00933569182389937
ON_no_pool,116,4669,0.0,0.0,0.0,0.042171580153131966,0.052689479474263216,0.01973001038421599,0.0008055853920515554,0.018208399787347153,0.002506265664160401,-0.0011246063877642827,-0.015783506385010145
ON_no_pool,117,4557,0.0,0.0,0.0,0.033933244457611214,0.04734607218683653,0.03126367481888462,0.03231036479444123,-0.0023134238673236385,0.015618942121296041,0.021204202732865156,0.0194041279454248
ON_no_pool,118,4797,0.0,0.0,0.0,0.11672730422730423,0.011545240893066994,-0.002399595857539783,0.045821306743636846,0.030275109820564368,0.03857203660353267,0.006756756756756757,0.013513513513513514
ON_no_pool,119,4710,0.0,0.0,0.0,0.11577703903489514,0.05422112327799364,0.030950782997762858,0.038668783526977946,0.0037407855649686413,-0.003184495274619916,0.0022866306349112074,-0.01111111111111111
ON_no_pool,120,4781,0.0,0.0,0.0,0.040334399147348786,0.09090909090909091,0.056174386583743297,-0.007171387073347857,0.007523148148148147,0.0014558583740973676,-0.0037782034908471693,0.012345679012345678
ON_no_pool,121,4723,0.0,0.0,0.0,0.021831215379602475,0.028746770025839793,-0.005435517684452558,0.002203816719945753,0.007967645064419257,0.007120023249055507,-0.0036313903037162795,-0.0012296957218027905
ON_no_pool,122,4750,0.0,0.0,0.0,0.06603477167993296,0.09624439887597781,0.0553269885330954,0.010376878023936845,0.005887445887445889,0.006132756132756136,0.0009665906612471489,-0.005194805194805193
ON_no_pool,123,4797,0.0,0.0,0.0,0.08058208420298103,0.002787281736668236,0.020157756354075372,0.031610975440268425,-0.006309869766440636,0.003793126195659347,0.022494887525562373,0.013670312083222193
ON_no_pool,124,4799,0.0,0.0,0.0,0.07664067576348278,-0.004576415495955735,0.029741863075196405,-0.006558641975308643,0.03639530619728639,0.029681069958847738,0.00992063492063492,0.003533726963678655
ON_no_pool,125,4757,0.0,0.0,0.0,0.09396539840088226,0.06021505376344086,0.013926573543697446,0.010294240226723348,0.019611968209443668,0.00811774725859683,-0.005493221131369798,0.0009487666034155608
ON_no_pool,126,4686,0.0,0.0,0.0,0.12364817721960578,0.06646896716990175,0.006896551724137931,0.02011931962427012,-0.007921694318753145,0.01009506366649224,0.0034470246734397674,-0.014702422959303695
ON_no_pool,127,4974,0.0,0.0,0.0,0.14519526818992057,0.0018397684344797077,0.04084835865158615,0.036974285663860504,-0.005195140257059756,-0.006775011140819964,0.006889242183359831,0.003222267928150283
ON_no_pool,128,4804,0.0,0.0,0.0,0.08634259259259258,0.07401901294498384,0.06572640117994101,0.00845797720797721,0.025104166666666664,0.0028603142076502747,0.029658018867924532,-0.005885922330097087
ON_no_pool,129,4714,0.0,0.0,0.0,0.05385830476574576,0.049252055258920235,0.045313235195267865,0.009001261323242749,0.043859649122807015,-0.005820368531391371,0.0018575851393188847,0.020906432748538012
ON_no_pool,130,4594,0.0,0.0,0.0,0.05549682875264271,0.03977272727272727,0.05361952861952862,0.0032051282051282007,-0.007652023591620906,0.03417529252925293,-0.0009931633407243151,0.0061237373737373785
ON_no_pool,131,4695,0.0,0.0,0.0,0.06435185185185185,-0.008534136546184748,-0.0038711344839985617,-0.014835858585858577,0.0028349156118143495,0.015732388316151202,0.021023592085235923,-0.004196217494089834
ON_no_pool,132,4683,0.0,0.0,0.0,0.031225280809998396,0.0434593023255814,0.0004983388704318942,0.03138774889800881,-0.002785852713178296,0.008317898058585443,0.005642954856361151,0.013017081704054332
ON_no_pool,133,4665,0.0,0.0,0.0,0.042906976744186046,0.01691331923890064,0.01937005716075483,0.02707305614282359,-0.0029978197674418606,0.0070745009261164865,0.012937355960611775,-0.0078125
ON_no_pool,134,4556,0.0,0.0,0.0,0.08054990914410669,0.056889813949536995,0.0184268530763902,0.012058879938626773,-0.006814801323498163,0.040515918680475646,0.018616442085204844,0.007626063498651173
ON_no_pool,135,4786,0.0,0.0,0.0,0.054334554334554336,0.003028467595396732,0.052326579670329665,0.028972800249395993,0.005494505494505496,0.029634717134717135,0.018606393606393604,0.00331959706959707
ON_no_pool,136,4763,0.0,0.0,0.0,0.046827126567484764,0.030587668593448948,0.01132243561853856,-0.008920560678933355,0.014408980480857838,0.004413904290039714,0.014615549297630225,0.0014700019932230414
ON_no_pool,137,4820,0.0,0.0,0.0,0.08579124579124581,-0.0036286919831223577,-0.0052503052503052525,0.03444444444444444,-0.010759493670886074,0.011048689138576779,0.017715355805243447,0.016666666666666666
ON_no_pool,138,4787,0.0,0.0,0.0,0.08391397849462365,0.061657819518170676,0.01136044880785414,0.015735641227380012,0.030766889835666465,-0.009222924287772973,0.01935483870967742,0.003550241008527997
