forward_coef,forward_se,forward_p,backward_coef,backward_se,backward_p,asymmetry,n_pois
0.19947586523252386,0.020372455395966563,6.042245734762725e-21,0.7570369963558194,0.07731613257261762,6.04224573476222e-21,-0.5575611311232955,541
