n_pairs,did_estimate,se,t_stat,p_value,ci_lower,ci_upper,mean_delta_treated,mean_delta_control
404,-0.11386138613861387,0.045344551987466016,-2.511026819056169,0.012428509327792492,-0.20273670803404725,-0.024986064243180478,0.33663366336633666,0.4504950495049505
