pair_id,role,entity_poi,depth,pre_wd_count,mean_mw,mean_q_year,dominant_type,n_types
168,treated,CAISO||encina substation 138 kv,1,0,105.8,2007.0,Battery,1
168,control,CAISO||115 kv rosedale substation,1,0,20.0,2015.0,Battery,1
169,treated,PJM||buckskin 69 kv,4,0,63.125,2017.0,Solar,1
169,control,PJM||buggs island chase city 115 kv,3,0,20.0,2016.0,Solar,1
170,treated,PJM||windsor 138 kv,1,0,300.0,2001.0,Gas,1
170,control,PJM||bayonne 138 kv,1,0,46.0,2005.0,Gas,1
171,treated,PJM||palmer springs 115 kv,3,0,70.66666666666667,2021.6666666666667,Battery,2
171,control,PJM||eagle road 138 kv,3,0,116.66666666666667,2022.0,Battery,3
172,treated,PJM||elm st 115 kv,1,0,70.0,2000.0,Gas,1
172,control,PJM||bethlehem steel 33 kv,1,0,2.5,2000.0,Gas,1
173,treated,PJM||davis creek 138 kv,1,0,50.0,2017.0,Solar,1
173,control,PJM||atlanta 69 kv iv,1,0,49.9,2016.0,Solar,1
174,treated,ISO-NE||eversource 345 kv west barnstable (921),2,0,252.5,2021.0,Offshore Wind,1
174,control,ISO-NE||eversource (cl&p) millstone 345 kv substation,2,0,1200.0,2020.0,Offshore Wind,1
175,treated,PJM||smithfield 345 kv,1,0,20.0,2018.0,Solar,1
175,control,PJM||allentown booster 138 kv,1,0,1.86,2018.0,Solar,1
176,treated,PJM||cookstown 345 kv,1,0,5.0,2010.0,Solar,1
176,control,PJM||baptistown 12 kv,1,0,6.0,2010.0,Solar,1
177,treated,PJM||sorenson 345 kv,5,0,246.6,2022.4,Solar,3
177,control,PJM||delaware van buren 138 kv,5,0,52.384,2020.4,Solar,2
178,treated,PJM||sapony 345 kv,3,0,30.900000000000002,2021.3333333333333,Solar,3
178,control,PJM||cole 345 kv,3,0,103.33333333333333,2019.6666666666667,Solar,2
179,treated,PJM||frackville siegfried 230 kv,1,0,500.0,2018.0,Hydro,1
179,control,PJM||albright cross school 138 kv,1,0,15.0,2017.0,Hydro,1
180,treated,PJM||heidelberg 69 kv,1,0,5.8,2023.0,Solar,1
180,control,PJM||auburn 69 kv,1,0,11.0,2023.0,Solar,1
181,treated,PJM||sunbury 500 kv,1,0,206.0,2019.0,Gas,1
181,control,PJM||aurora 345 kv,1,0,30.0,2016.0,Gas,1
182,treated,SOCO||ray place road union point primary 115 kv line,1,0,150.0,2022.0,Solar,1
182,control,SOCO||anthony shoals washington 115 kv line,1,0,105.0,2023.0,Solar,1
183,treated,SOCO||east bainbridge spring creek (black) 115 kv line,1,0,78.6,2016.0,Solar,1
183,control,SOCO||bouldin dam forbes road 115 kv line,1,0,79.2,2016.0,Solar,1
184,treated,CAISO||mesa substation 230 kv,1,0,632.44,2020.0,Battery,1
184,control,CAISO||alamitos 220 kv,1,0,241.5,2021.0,Battery,1
185,treated,SOCO||north tifton pitts 230 kv line,4,0,194.625,2017.25,Solar,1
185,control,SOCO||fortson north tifton 500 kv line,4,0,495.0,2017.75,Solar,1
186,treated,PJM||imperial joffre 138 kv,1,0,215.0,2020.0,Battery,1
186,control,PJM||aurora ec 138 kv,1,0,250.0,2021.0,Battery,1
187,treated,PJM||southampton handsom 115 kv,2,0,100.0,2021.0,Solar,1
187,control,PJM||beatty greene 345 kv,2,0,366.0,2019.0,Solar,1
188,treated,SOCO||athena center primary 230 kv line,1,0,761.0,2007.0,Gas,1
188,control,SOCO||center primary 230 kv substation,1,0,890.0,2003.0,Gas,1
189,treated,PSCo||mirasol 230 kv substation,3,0,170.5,2020.3333333333333,Solar,1
189,control,PSCo||missile site 230 kv substation,2,0,189.5,2021.5,Solar,1
190,treated,SOCO||barry lucedale 115 kv line,2,0,74.0,2021.0,Solar,1
190,control,SOCO||eatonton primary porterdale primary 230 kv line,2,0,250.0,2021.0,Solar,2
191,treated,PJM||bismark doubs 500 kv,1,0,100.0,2021.0,Solar,1
191,control,PJM||arrowhead 12 kv,1,0,10.0,2021.0,Solar,1
192,treated,PJM||hanging rock 765 kv,1,0,10.0,2014.0,Gas,1
192,control,PJM||andrew shaft 84 junction 25 kv,1,0,19.9,2015.0,Gas,1
193,treated,PJM||eagle point 230 kv,1,0,22.9,2011.0,Gas,1
193,control,PJM||alabama 138 kv,1,0,20.0,2010.0,Gas,1
194,treated,PJM||snake spring 115 kv iii,1,0,5.8,2023.0,Solar,1
194,control,PJM||avon renaker 138 kv,1,0,40.0,2021.0,Solar,1
195,treated,PJM||kings dominion dp 115 kv,3,0,72.5,2018.3333333333333,Solar,2
195,control,PJM||campbelltown millars quarry 69 kv,3,0,15.0,2019.0,Solar,1
196,treated,PSCo||comanche daniels park 345 kv line,1,0,483.0,,Gas,1
196,control,PSCo||cherokee substation,1,0,687.0,,Gas,1
197,treated,PJM||raritan river 230 kv,2,0,392.5,2010.5,Gas,1
197,control,PJM||chalk point bowie 230 kv,2,0,275.0,2008.0,Gas,1
198,treated,CAISO||red bluff substation 500 kv,4,0,675.7,2020.0,Solar+Battery,2
198,control,CAISO||calcite 230 kv,4,0,402.812475,2023.0,Solar+Battery,2
199,treated,PJM||st johns 115 kv,4,0,52.75,2019.5,Solar,2
199,control,PJM||kincaid pana 345 kv,4,0,147.25,2018.75,Solar,2
200,treated,SOCO||aliceville cochrane ds 46 kv line,1,0,19.5,2016.0,Solar,1
200,control,SOCO||albany sowega 230 kv line,1,0,74.9,2017.0,Solar,1
201,treated,PJM||tait 69 kv,2,0,10.0,2012.5,Gas,1
201,control,PJM||aurora 138 kv,2,0,33.0,2016.0,Gas,1
202,treated,PJM||salem east windsor 500 kv,1,0,550.0,2000.0,Gas,1
202,control,PJM||blueball 69 kv,1,0,8.0,2000.0,Gas,1
203,treated,ISO-NE||grid l 190 line via new station,2,0,25.0,2018.0,Solar,1
203,control,ISO-NE||cmp 115 kv line section 80,2,0,117.25,2021.0,Solar,2
204,treated,PJM||jay 69 kv,1,0,12.0,2023.0,Solar,1
204,control,PJM||axton danville 138 kv,1,0,201.1,2019.0,Solar,1
205,treated,PJM||tbd 345 kv,3,0,14.333333333333334,2021.6666666666667,Solar,1
205,control,PJM||clover sedge hill 230 kv,3,0,54.333333333333336,2017.3333333333333,Solar,1
206,treated,PJM||chickahominy 500 kv,2,0,1330.0,2016.0,Gas,1
206,control,PJM||cook east elkhart 345 kv,2,0,542.5,2015.5,Gas,1
207,treated,PJM||bremo scottsville 138 kv,1,0,149.5,2018.0,Battery,1
207,control,PJM||avon 138 kv,1,0,40.0,2019.0,Battery,1
208,treated,PJM||hickory shawboro 230 kv,1,0,120.0,2014.0,Solar,1
208,control,PJM||ashley millbrook park 69 kv,1,0,18.3,2017.0,Solar,1
209,treated,PJM||cambria slope 115 kv,1,0,125.0,2004.0,Coal,1
209,control,PJM||brunner island #2,1,0,14.0,2001.0,Coal,1
210,treated,PJM||somerset 23 kv,1,0,4.5,2000.0,Solar,1
210,control,PJM||atco 12 kv,1,0,2.57,2018.0,Solar,1
211,treated,PJM||east carbondale lackawanna 69 kv,1,0,10.0,2014.0,Battery,1
211,control,PJM||beach glen 48 kv,1,0,0.2,2017.0,Battery,1
212,treated,CAISO||cielo azul substation 500 kv,2,0,1211.07525,2021.0,Solar+Battery,1
212,control,CAISO||crescent 70 kv,2,0,36.0768,2020.5,Solar+Battery,1
213,treated,PJM||pamplin 345 kv,1,0,15.7,2017.0,Solar,1
213,control,PJM||64th street 13 kv,1,0,3.6,2018.0,Solar,1
214,treated,ISO-NE||ui singer substation,2,0,336.0,2015.0,Gas,1
214,control,ISO-NE||grid 115 kv franklin substation,2,0,252.0,2010.0,Gas,1
215,treated,PJM||middleburg 12 kv,1,0,2.0,2022.0,Solar,1
215,control,PJM||bane 69 kv,1,0,8.0,2021.0,Solar,1
216,treated,PJM||bellefontaine 69 kv,1,0,10.0,2008.0,Other,1
216,control,PJM||bustelton 13 kv,1,0,7.0,2005.0,Other,1
217,treated,CAISO||whirlwind substation 230 kv bus,4,0,123.575,2007.5,Solar,3
217,control,CAISO||henrietta tulare 70 kv line,3,0,17.583333333333332,2010.0,Solar,1
218,treated,PJM||sussex,3,0,9.733333333333334,2010.6666666666667,Solar,1
218,control,PJM||st thomas guilford 345 kv,3,0,20.0,2010.6666666666667,Solar,1
219,treated,ERCOT||177 bosque 138 kv,1,0,161.54,2018.0,Solar,1
219,control,ERCOT||11260 dune switch,1,0,250.0,2017.0,Solar,1
220,treated,PJM||franklin 138 kv,2,0,30.625,2023.0,Solar+Battery,1
220,control,PJM||new castle 69 kv,2,0,25.0,2022.0,Solar+Battery,1
221,treated,CAISO||gamebird substation 230 kv,2,0,383.198,2015.0,Solar,2
221,control,CAISO||kent switching station 70 kv,2,0,35.0,2015.0,Solar,1
222,treated,PJM||desoto tanners creek #1 345 kv,1,0,200.0,2009.0,Wind,1
222,control,PJM||antwerp payne 69 kv,1,0,48.3,2006.0,Wind,1
223,treated,PJM||haviland 138 kv,1,0,3.15,,Wind,1
223,control,PJM||albright 138 kv,1,0,80.0,2006.0,Wind,1
224,treated,PJM||tower hill 345 kv,1,0,20.0,2021.0,Solar,1
224,control,PJM||atlanta stuart 345 kv,1,0,200.0,2019.0,Solar,1
225,treated,PJM||cumberland w shore #2 69 kv,1,0,20.0,2011.0,Solar,1
225,control,PJM||baptistown frenchtown #2 34 kv,1,0,10.0,2011.0,Solar,1
226,treated,PJM||cook 345 kv,1,0,84.0,2005.0,Gas,1
226,control,PJM||belle 46 kv,1,0,14.0,2005.0,Gas,1
227,treated,PJM||mount storm 500 kv,1,0,38.0,2007.0,Coal,1
227,control,PJM||chesterfield 230 kv 5,1,0,14.0,,Coal,1
228,treated,"ISO-NE||maine public service system, upgrades include tap",1,0,250.0,2008.0,Wind,1
228,control,ISO-NE||115 kv line between enfield and james river substation,1,0,34.9000015258789,2007.0,Wind,1
229,treated,PJM||west newton lynn 138 kv,2,0,68.215,2020.5,Solar,1
229,control,PJM||bernville 345 kv 1,2,0,12.9,2022.0,Solar,1
230,treated,PJM||backbone mountain 138 kv,1,0,20.0,2015.0,Battery,1
230,control,PJM||beckjord 138 kv,1,0,19.8,2016.0,Battery,1
231,treated,ERCOT||tap 138 kv 7336 gillie 3650 elgin,1,0,120.0,2018.0,Solar,1
231,control,ERCOT||(3707) cannon switch 138 kv,1,0,206.75,2021.0,Solar,1
232,treated,PJM||tasley kellam 69 kv,2,0,20.0,2010.0,Solar,1
232,control,PJM||brunswick 264 kv,2,0,2.0,2009.0,Solar,1
233,treated,ERCOT||tap 345 kv 8164 coleto 8455 lon hill,1,0,220.0,2017.0,Solar,1
233,control,ERCOT||1163 lamesa 138 kv,1,0,140.0,2018.0,Solar,1
234,treated,PJM||hayden 345 kv,2,0,92.5,2020.0,Solar,1
234,control,PJM||bon ayr 69 kv,2,0,50.0,2020.0,Solar,1
235,treated,ERCOT||60501 tesla 345 kv,2,0,183.20999999999998,2017.0,Solar,1
235,control,ERCOT||60393 pig creek 138 kv,2,0,229.435,2018.0,Solar,1
236,treated,PJM||blue jacket 138 kv,1,0,40.0,2020.0,Solar+Battery,1
236,control,PJM||3 bridges road 345 kv,1,0,40.0,2021.0,Solar+Battery,1
237,treated,CAISO||diablo gates 500 kv line,1,0,1190.0,2021.0,Wind+Battery,1
237,control,CAISO||harry allen eldorado 500 kv,2,0,996.1899999999999,2021.0,Wind+Battery,1
238,treated,PJM||woodsdale 345 kv,1,0,49.0,2019.0,Solar,1
238,control,PJM||athens milan 345 kv,1,0,20.0,2020.0,Solar,1
239,treated,CAISO||antelope neenach 66 kv,2,0,20.0,2010.0,Solar,1
239,control,CAISO||henrietta tulare lake 70 kv,2,0,20.0,2010.0,Solar,2
240,treated,PJM||sussex 12 kv,1,0,3.0,2011.0,Solar,1
240,control,PJM||barbertonseiberling 23 kv,1,0,14.0,2011.0,Solar,1
241,treated,PJM||central hardin 138 kv,1,0,110.0,2020.0,Solar,1
241,control,PJM||avon 345 kv,1,0,80.0,2019.0,Solar,1
242,treated,PSCo||missile site 345 kv substation,1,0,575.0,2017.0,Solar,1
242,control,PSCo||boone 230 kv switchyard,1,0,53.0,2020.0,Solar,1
243,treated,ISO-NE||cmp 115 kv rumford substation,1,0,1.29999995231628,2009.0,Hydro,1
243,control,ISO-NE||115 kv connection to chester 115 kv substation,1,0,126.0,2001.0,Hydro,1
244,treated,PJM||hornertown 345 kv,1,0,10.0,2015.0,Solar,1
244,control,PJM||atlantic red bank 34 kv,1,0,20.0,2015.0,Solar,1
245,treated,PJM||dequine eugene 345 kv,5,0,245.6,2021.4,Wind,3
245,control,PJM||powerton nevada 345 kv,5,0,150.0,2019.0,Wind,3
246,treated,SOCO||tiger creek wadley primary 230 kv line,1,0,250.0,2017.0,Solar,1
246,control,SOCO||blakely primary george dam (usa) 115 kv line,1,0,60.0,2017.0,Solar,1
247,treated,PJM||greene clark 138 kv,1,0,175.0,2017.0,Solar,1
247,control,PJM||belvidere 34 kv,1,0,12.5,2017.0,Solar,1
248,treated,CAISO||colorado river substation 500 kv bus,1,0,520.0,2003.0,Solar,1
248,control,CAISO||arco 70 kv,1,0,61.3,2018.0,Solar,1
249,treated,ERCOT||76635 king mount 138 kv,2,0,151.055,2018.0,Other,2
249,control,ERCOT||78255 pinto creek 138 kv,2,0,101.7,2018.0,Other,2
250,treated,PJM||wilson 345 kv,1,0,3.5,2014.0,Solar,1
250,control,PJM||bernardsville 12 kv,1,0,3.0,2011.0,Solar,1
251,treated,PJM||killen 345 kv,1,0,12.0,2008.0,Coal,1
251,control,PJM||fort martin 500 kv,1,0,500.0,2001.0,Coal,1
252,treated,PJM||poolesville winchester 230 kv,1,0,54.0,2020.0,Solar,1
252,control,PJM||bakers pond bell ave 115 kv,1,0,75.0,2018.0,Solar,1
253,treated,CAISO||highwind substation 220 kv bus,1,0,19.5,2009.0,Wind,1
253,control,CAISO||birds landing switching station 230 kv bus,1,0,30.0,2006.0,Wind,1
254,treated,CAISO||imperial valley substation 12 kv bus,1,0,20.0,2010.0,Solar,1
254,control,CAISO||antlelope substation 66 kv bus,1,0,20.0,2010.0,Solar,1
255,treated,PJM||beechwood dp palmer springs 115 kv,1,0,45.0,2017.0,Solar,1
255,control,PJM||airey 69 kv,1,0,56.0,2019.0,Solar,1
256,treated,CAISO||huntington beach switching station 230 kv,1,0,938.612,2012.0,Gas,1
256,control,CAISO||115 kv tesla stockton cogen transmission line,1,0,99.9000015258789,2004.0,Gas,1
257,treated,PJM||dunnsville 345 kv,2,0,20.0,2021.0,Solar,1
257,control,PJM||braidwood davis creek,2,0,175.0,2019.0,Solar,2
258,treated,SOCO||o'hara ts 230 kv bus,1,0,200.0,2019.0,Battery,1
258,control,SOCO||branch substation 230 kv bus,1,0,150.0,2020.0,Battery,1
259,treated,PJM||reybold,1,0,20.0,2008.0,Battery,1
259,control,PJM||calumet,1,0,27.0,2008.0,Battery,1
260,treated,PJM||henry 138 kv,1,0,30.0,2003.0,Wind,1
260,control,PJM||amboy,1,0,3.3,2004.0,Wind,1
261,treated,PJM||blue mound chestnut 345 kv,2,0,235.0,2020.0,Battery,1
261,control,PJM||central va chase city 115 kv,2,0,125.0,2022.0,Battery,2
262,treated,PJM||george washington 138 kv,1,0,394.0,2016.0,Gas,1
262,control,PJM||athenia 480 v,1,0,0.21,2017.0,Gas,1
263,treated,CAISO||antelope substation 230 kv bus,1,0,320.0,2011.0,Solar+Battery,1
263,control,CAISO||belridge temblor 115 kv,1,0,20.0,,Solar+Battery,1
264,treated,PJM||dawson south justice 115 kv,3,0,46.666666666666664,2016.3333333333333,Solar,1
264,control,PJM||fields 345 kv,3,0,15.466666666666667,2019.6666666666667,Solar,1
265,treated,PJM||gainesville loudoun 230 kv,1,0,120.0,2023.0,Battery,1
265,control,PJM||avon 345 kv ii,1,0,200.0,2022.0,Battery,1
266,treated,CAISO||los esteros 230 kv,1,0,200.0,2019.0,Battery,1
266,control,CAISO||alberhill substation 500 kv,1,0,518.0,2023.0,Battery,1
267,treated,SOCO||west mcintosh substation 115 kv bus,1,0,80.0,2019.0,Solar,1
267,control,SOCO||barry monroeville 115 kv line,1,0,80.0,2019.0,Solar,1
268,treated,PJM||curdsville willis mountain 115 kv,1,0,100.0,2019.0,Solar,1
268,control,PJM||airey 12 kv,1,0,19.5,2019.0,Solar,1
269,treated,PJM||whitely 138 kv,1,0,8.0,2023.0,Solar+Battery,1
269,control,PJM||albion kendallville 138 kv,1,0,125.0,2022.0,Solar+Battery,1
270,treated,PJM||afton 138 kv,1,0,60.0,2005.0,Wind,1
270,control,PJM||allen junction lyons 138 kv,1,0,97.6,2010.0,Wind,1
271,treated,ISO-NE||montville substation,1,0,94.0,2007.0,Gas,1
271,control,ISO-NE||115 kv tiverton substation,1,0,285.0,2007.0,Gas,1
272,treated,PJM||double toll gate 345 kv,1,0,10.0,2014.0,Solar,1
272,control,PJM||benson dunbar 115 kv,1,0,100.0,2016.0,Solar,1
273,treated,PJM||reams 115 kv,1,0,80.0,2016.0,Solar,1
273,control,PJM||atlantic red bank 34 kv ii,1,0,8.4,2019.0,Solar,1
274,treated,PJM||church 25 kv,1,0,5.0,2014.0,Solar,1
274,control,PJM||berkshire solar 12 kv,1,0,1.6,2017.0,Solar,1
275,treated,PJM||north longview 500 kv,1,0,1270.0,2018.0,Coal,1
275,control,PJM||frackville 69 kv,1,0,51.6,2001.0,Coal,1
276,treated,PJM||wright 69 kv,2,0,16.9,2000.0,Gas,1
276,control,PJM||chichester 230 kv,2,0,375.0,1999.5,Gas,1
277,treated,PJM||hickman river bend 69 kv,1,0,50.0,2020.0,Solar,1
277,control,PJM||bartonsville meadow brook 138 kv iii,1,0,50.0,2020.0,Solar,1
278,treated,CAISO||morro bay 230 kv,2,0,462.7,2020.5,Battery,2
278,control,CAISO||bailey station,2,0,157.0,2023.0,Battery,1
279,treated,PJM||claytor lake edgemont 138 kv,1,0,30.43,2023.0,Solar,1
279,control,PJM||banister bear skin 138 kv,1,0,150.0,2021.0,Solar,1
280,treated,"ISO-NE||cmp 345 kv, section 182",1,0,16.4249992370605,2020.0,Solar,1
280,control,ISO-NE||101105 augusta east w new breaker,1,0,20.0,2020.0,Solar,1
281,treated,SOCO||bassett creek mcintosh 115 kv line,1,0,80.0,2019.0,Solar,1
281,control,SOCO||blackbear solar farm substation 230 kv bus,1,0,80.0,2022.0,Solar,1
282,treated,PJM||east flemington 345 kv,1,0,20.0,2019.0,Solar,1
282,control,PJM||barren summer shade 161 kv,1,0,35.0,2021.0,Solar,1
283,treated,CAISO||arco substation 230 kv bus,1,0,540.0,2011.0,Solar,1
283,control,CAISO||alpaugh 115 kv substation,1,0,20.0,2009.0,Solar,1
284,treated,ERCOT||6444 red creek 345 kv,1,0,177.09,2019.0,Other,1
284,control,ERCOT||1048 tonkawas 345 kv,1,0,30.2,2019.0,Other,1
285,treated,PJM||lick run 115 kv,1,0,100.0,2019.0,Solar,1
285,control,PJM||bartonsville meadowbrook 138 kv,1,0,50.0,2021.0,Solar,1
286,treated,PJM||college corner 138 kv,2,0,49.0,2018.0,Solar,1
286,control,PJM||brookville squab hollow 138 kv,2,0,66.0,2019.0,Solar,1
287,treated,PJM||goose lake 345 kv,1,0,2.1,2011.0,Hydro,1
287,control,PJM||montgomery hydroelectric 23 kv,1,0,20.0,2021.0,Hydro,1
288,treated,PJM||maddox creek 345 kv,1,0,20.0,2017.0,Solar,1
288,control,PJM||anaconda tar river 115 kv,1,0,75.0,2018.0,Solar,1
289,treated,"ISO-NE||115 kv line 1302 between buck pond and pochassic substations, approximately 1 mile south of buck pond",1,0,431.0,2015.0,Gas+Oil,1
289,control,ISO-NE||115 kv f19 and e20 lines,1,0,332.0,2006.0,Gas+Oil,1
290,treated,PJM||bernville 345 kv 2,1,0,5.8,2023.0,Solar,1
290,control,PJM||bascom 69 kv,1,0,49.9,2022.0,Solar,1
291,treated,ERCOT||80220 cenizo 345 kv,1,0,209.4,2015.0,Wind,1
291,control,ERCOT||1134 littman 138 kv,1,0,160.0,2016.0,Wind,1
292,treated,PJM||thompson 345 kv,2,0,18.45,2017.5,Solar,2
292,control,PJM||carroll monocacy 345 kv,2,0,17.5,2015.0,Solar,1
293,treated,PJM||chickahominy 230 kv,1,0,320.0,,Battery,1
293,control,PJM||beckjord 2 mw 2,1,0,2.0,2013.0,Battery,1
294,treated,PJM||larrabee 230 kv,1,0,661.0,2000.0,Offshore Wind,1
294,control,PJM||bethany 138 kv,1,0,152.0,2018.0,Offshore Wind,1
295,treated,ERCOT||tap 345 kv 5915 stp 5133 elm creek ckt 1,2,0,126.9,2020.0,Solar,2
295,control,ERCOT||138 kv 59909 wett nova prime,2,0,227.325,2017.0,Solar,1
296,treated,PJM||west berwick 12 kv,1,0,2.0,2021.0,Solar,1
296,control,PJM||bartonsville meadowbrook 138 kv iv,1,0,40.0,2020.0,Solar,1
297,treated,PJM||cartanza 230 kv,1,0,309.2,2010.0,Gas,1
297,control,PJM||atlantic south river 230 kv,1,0,738.4,2010.0,Gas,1
298,treated,PJM||susquehanna 230 kv,2,0,25.0,1997.0,Nuclear,1
298,control,PJM||hope creek 500 kv,1,0,69.0,2000.0,Nuclear,1
299,treated,ERCOT||1444 brown 345 kv,2,0,315.37,2018.0,Solar,1
299,control,ERCOT||60506 avogadro 345 kv,2,0,188.95999999999998,2018.5,Solar,2
300,treated,SOCO||north americus perry 115 kv line,3,0,59.36666666666667,2016.6666666666667,Solar,1
300,control,SOCO||north opelika goat rock (gpc) 230 kv line,2,0,80.0,2016.0,Solar,1
301,treated,PJM||ringoes 12 kv,1,0,3.0,2010.0,Solar,1
301,control,PJM||aulander 345 kv,1,0,15.0,2012.0,Solar,1
302,treated,PJM||gateway 69 kv,2,0,12.0,2023.0,Solar,1
302,control,PJM||briery substation 294 kv,2,0,12.5,2022.0,Solar,1
303,treated,PJM||bridgeton 12 kv,1,0,0.625,2010.0,Solar,1
303,control,PJM||baptistown east flemington 345 kv,1,0,10.0,2010.0,Solar,1
304,treated,PJM||worcester 25 kv,1,0,10.0,2010.0,Solar,1
304,control,PJM||beasley 23 kv,1,0,4.0,2009.0,Solar,1
305,treated,CAISO||antelope substation 66 kv bus,5,0,18.0,2010.2,Solar,1
305,control,CAISO||smyrna alpaugh 115 kv line,6,0,24.958333333333332,2008.6666666666667,Solar,1
306,treated,CAISO||valley substation 138 kv,2,0,50.0,2013.0,Solar,2
306,control,CAISO||merchant switchyard 230 kv,2,0,123.5,2010.0,Solar,1
307,treated,PJM||todd 69 kv,2,0,35.0,2013.5,Solar,1
307,control,PJM||carolina jackson 115 kv,2,0,39.95,2015.0,Solar,1
308,treated,PJM||remington gordonsville 230 kv,3,0,119.66666666666667,2020.0,Battery,2
308,control,PJM||garden prairie 345 kv,3,0,116.66666666666667,2021.6666666666667,Battery,2
309,treated,SOCO||barry conecuh (nextera) 230 kv line,2,0,170.0,2024.0,Solar,1
309,control,SOCO||farley pinckard 230 kv line,2,0,100.0,2021.5,Solar,2
310,treated,PJM||frackville,1,0,56.0,2008.0,Coal,1
310,control,PJM||curwensville 345 kv,1,0,10.0,2006.0,Coal,1
311,treated,PJM||trexlertown 12 kv,1,0,2.0,2022.0,Solar+Battery,1
311,control,PJM||andover (maysville) 69 kv i,1,0,19.9,2018.0,Solar+Battery,1
312,treated,PJM||red oak 230 kv,2,0,175.0,2006.0,Gas,1
312,control,PJM||friedensburg 69 kv,2,0,5.0,1999.5,Gas,1
313,treated,PSCo||boone substation,1,0,500.0,2008.0,Solar,1
313,control,PSCo||comanche fuller midway 230 kv line,1,0,30.0,2010.0,Solar,1
314,treated,PJM||kings creek 25 kv,1,0,4.0,2016.0,Other,1
314,control,PJM||bridge south park 12 kv,1,0,3.18,2013.0,Other,1
315,treated,SOCO||butler talbot county #1 230 kv line,1,0,100.0,2014.0,Solar,1
315,control,SOCO||arlington primary calhoun county prison 46 kv line,1,0,20.0,2013.0,Solar,1
316,treated,PJM||kenzie creek colby 138 kv,1,0,150.0,2018.0,Solar,1
316,control,PJM||beavertown tap beavertown weaving tap 69 kv,1,0,20.0,2019.0,Solar,1
317,treated,PJM||disputanta poe 115 kv,2,0,68.4,2020.5,Solar,1
317,control,PJM||buckskin worley 69 kv,2,0,34.5,2022.0,Solar,1
318,treated,PJM||homer city,1,0,547.5,2001.0,Gas,1
318,control,PJM||bluestone dam 46 kv,1,0,41.0,2002.0,Gas,1
319,treated,PJM||kyger creek pierce 345 kv,1,0,53.2,2022.0,Solar,1
319,control,PJM||basf washburn solar 345 kv,1,0,19.25,2021.0,Solar,1
320,treated,PJM||pine grove frailey 69 kv,1,0,28.0,2005.0,Wind,1
320,control,PJM||bayview 26 kv (wind),1,0,8.0,2001.0,Wind,1
321,treated,PJM||mount eagle 345 kv,1,0,12.5,2016.0,Solar,1
321,control,PJM||bergen 13 kv,1,0,1.5,2017.0,Solar,1
322,treated,PJM||fentress sligo 230 kv,1,0,192.0,2020.0,Battery,1
322,control,PJM||backbone mountain 138 kv ii,1,0,40.0,2021.0,Battery,1
323,treated,ERCOT||tap 345 kv 60515 clear crossing 1421 willow creek,1,0,499.14,2019.0,Solar,1
323,control,ERCOT||107 prairie hill 69 kv,1,0,50.34,2021.0,Solar,1
324,treated,PJM||susquehanna alburtis 500 kv,1,0,940.0,2006.0,Coal,1
324,control,PJM||beaver creek hazard 138 kv,1,0,535.0,2007.0,Coal,1
325,treated,ERCOT||80355 del sol 345 kv,4,0,177.05,2018.5,Solar,3
325,control,ERCOT||tap 345 kv 1906 venus 68091 navarro,4,0,321.355,2019.75,Solar,2
326,treated,CAISO||highwind substation 230 kv bus,1,0,162.0,2006.0,Wind,1
326,control,CAISO||between rio del junction and bridgeville,1,0,100.0,2006.0,Wind,1
327,treated,CAISO||suncrest ocotillo 500 kv line,1,0,400.0,2017.0,Wind,1
327,control,CAISO||altamont midway 230 kv,1,0,5.0,2015.0,Wind,1
328,treated,PJM||beaver creek 138 kv,1,0,200.0,2021.0,Solar,1
328,control,PJM||beatty biers run 345 kv,1,0,160.0,2022.0,Solar,1
329,treated,PJM||carolina earleys 115 kv,1,0,75.0,2021.0,Battery,1
329,control,PJM||bayview 69 kv,1,0,20.0,2021.0,Battery,1
330,treated,PJM||delco tap 230 kv,1,0,330.0,2000.0,Gas,1
330,control,PJM||bremo 230 kv,1,0,675.0,2005.0,Gas,1
331,treated,PJM||harrington 69 kv,5,0,20.2,2019.8,Solar,1
331,control,PJM||givens mechanicsburg 138 kv,5,0,39.72,2020.6,Solar,2
332,treated,PJM||catoctin 345 kv,1,0,20.0,2015.0,Solar,1
332,control,PJM||berlin 12 kv,1,0,4.5,2015.0,Solar,1
333,treated,PJM||kittatinny 230 kv,1,0,50.0,2020.0,Hydro,1
333,control,PJM||pine creek 23 kv,1,0,9.5,2020.0,Hydro,1
334,treated,PJM||carson rogers road 500 kv,4,0,323.5,2018.5,Solar,2
334,control,PJM||laurelton mifflinburg 69 kv,4,0,20.0,2019.0,Solar,1
335,treated,CAISO||pittsburg kirker columbia steel 115 kv line,1,0,20.0,2011.0,Battery,1
335,control,CAISO||borden 70 kv,1,0,50.0,2011.0,Battery,1
336,treated,PJM||tazewell kendall 345 kv,1,0,300.3,2007.0,Wind,1
336,control,PJM||amsterdam 138 kv,1,0,50.0,2010.0,Wind,1
337,treated,PJM||bethelboro 1247 kv,1,0,2.5,2020.0,Solar,1
337,control,PJM||beatty london 138 kv iii,1,0,38.4,2021.0,Solar,1
338,treated,PJM||linden,2,0,12.0,2001.0,Gas,1
338,control,PJM||conastone peach bottom 500 kv,2,0,550.0,2000.0,Gas,1
339,treated,PJM||electric junction nelson,1,0,175.0,2019.0,Solar,1
339,control,PJM||bedford north pennsylvania hollow 23 kv,1,0,16.6,2019.0,Solar,1
