pair_id,role,entity_poi,depth,pre_wd_count,mean_mw,mean_q_year,dominant_type,n_types
340,treated,SOCO||north americus palmyra 230 kv line,2,0,200.0,2020.5,Solar,2
340,control,SOCO||fulton springs gorgas no 2 115 kv line,2,0,80.0,2022.0,Solar,1
341,treated,CAISO||7th standard 115 kv,1,0,90.0,2023.0,Battery,1
341,control,CAISO||antelope 66 kv,1,0,220.0,2023.0,Battery,1
342,treated,PJM||birdneck landstown 230 kv,1,0,800.1,2019.0,Offshore Wind,1
342,control,PJM||cardiff 230 kv i,1,0,604.8,2018.0,Offshore Wind,1
343,treated,PJM||pilesgrove 12 kv,1,0,10.0,2009.0,Solar,1
343,control,PJM||baptistown frenchtown #2 345 kv,1,0,10.0,2010.0,Solar,1
344,treated,PJM||indian river 230 kv,1,0,150.0,2022.0,Battery,1
344,control,PJM||bedforth north 115 kv,1,0,50.0,2022.0,Battery,1
345,treated,PJM||central hardin 69 kv,1,0,120.0,2020.0,Solar+Battery,1
345,control,PJM||andover (maysville) 69 kv ii,1,0,17.9,2019.0,Solar+Battery,1
346,treated,PJM||hopewell 230 kv,2,0,19.0,2009.0,Gas,2
346,control,PJM||front royal 500 kv,2,0,712.5,2009.0,Gas,1
347,treated,PJM||twin branch guardian 138 kv,2,0,80.0,2020.0,Battery,2
347,control,PJM||chambers 230 kv,2,0,120.0,2021.5,Battery,1
348,treated,PJM||clubhouse lakeview 230 kv,1,0,100.0,2016.0,Solar,1
348,control,PJM||bethel carolina 125 kv,1,0,3.0,2016.0,Solar,1
349,treated,ERCOT||11306 dermott 138 kv,1,0,158.0,2017.0,Other,1
349,control,ERCOT||132943 sptx12b 138 kv,1,0,25.12,,Other,1
350,treated,CAISO||palo verde devers #2 line,1,0,250.0,2008.0,Solar,1
350,control,CAISO||coolwater kramer 230 kv line,1,0,250.0,2006.0,Solar,1
351,treated,PJM||zion energy center,1,0,90.0,2012.0,Gas,1
351,control,PJM||bayshore gm powertrain 138 kv & lallendorf 345 kv,1,0,955.0,2015.0,Gas,1
352,treated,PJM||kenney 25 kv,1,0,15.0,2014.0,Solar,1
352,control,PJM||biers run 138 kv,1,0,100.0,2017.0,Solar,1
353,treated,SOCO||bonaire primary eastman primary 115 kv line,2,0,44.25,2016.5,Solar,1
353,control,SOCO||bassett creek greene county 230 kv line,1,0,80.0,2018.0,Solar,1
354,treated,PSCo||missile site 345 kv,1,0,200.0,2016.0,Solar,1
354,control,PSCo||barr lake 230 kv substation,1,1,110.0,2018.0,Solar,1
355,treated,CAISO||kramer 230 kv substation,1,0,309.28,2016.0,Solar,1
355,control,CAISO||arco tulare lake 70 kv line,1,0,21.7,2015.0,Solar,1
356,treated,SOCO||eastman primary vidalia 115 kv line,1,0,80.0,2020.0,Solar,1
356,control,SOCO||blakely primary spring creek 115 kv line,1,0,80.0,2020.0,Solar,1
357,treated,ERCOT||43190 south lane city 138 kv,1,0,100.63,2020.0,Battery,1
357,control,ERCOT||11016 quail switch 345 kv,1,0,51.56,2021.0,Battery,1
358,treated,PJM||cavett switch west van wert 69 kv,1,0,49.9,2019.0,Solar,1
358,control,PJM||beatty mount hope 345 kv,1,0,185.0,2022.0,Solar,1
359,treated,ISO-NE||orrington albion road 345 kv line (3023) near the town of pittsfield (approximately 19 miles from albion road substation),2,0,500.0,2022.0,Wind,1
359,control,ISO-NE||cmp woodstock substation,2,0,10.0,2009.5,Wind,1
360,treated,PSCo||green valley 230 kv substation,3,0,433.3333333333333,2018.0,Solar,2
360,control,PSCo||comanche midway 230 kv line,4,0,181.225,2017.75,Solar,2
361,treated,CAISO||gates templeton 230 kv line,1,0,303.678,2021.0,Solar+Battery,1
361,control,CAISO||alpaugh 115 kv,1,0,172.835,2021.0,Solar+Battery,1
362,treated,PJM||axton 138 kv,1,0,572.0,2016.0,Gas,1
362,control,PJM||bay shore fostoria 345 kv & bay shore monroe 345 kv,1,0,161.0,2014.0,Gas,1
363,treated,CAISO||pit #3 round mountain 230 kv line,1,0,102.0,2005.0,Wind,1
363,control,CAISO||500 kv imperial valley miguel transmission line,1,0,300.0,2006.0,Wind,1
364,treated,PJM||bear creek,1,0,26.0,2004.0,Wind,1
364,control,PJM||benson wind farm,1,0,158.0,2003.0,Wind,1
365,treated,PJM||dumont stillwell 345 kv,1,0,309.0,2018.0,Other,1
365,control,PJM||byron 2 ni hub,1,0,350.0,2009.0,Other,1
366,treated,PJM||boydton plank road 115 kv,2,0,87.0,2021.5,Battery,2
366,control,PJM||cloverdale burlington height 138 kv,2,0,80.0,2021.5,Battery,1
367,treated,CAISO||sloan canyon switching station 230 kv,2,0,384.77,2017.5,Solar+Battery,2
367,control,CAISO||panoche substation 230 kv,2,0,307.4,2019.0,Solar+Battery,2
368,treated,PJM||hudson 230 kv,2,0,19.5,2006.0,Gas,2
368,control,PJM||four rivers 115 kv,2,0,16.65,2012.0,Gas,1
369,treated,PJM||kittatinny blairstown 345 kv,1,0,20.0,2021.0,Solar,1
369,control,PJM||bedington 138 kv,1,0,100.0,2019.0,Solar,1
370,treated,PJM||metuchen 230 kv,1,0,675.0,2013.0,Gas,1
370,control,PJM||babcock & wilcox 69 kv,1,0,12.0,2017.0,Gas,1
371,treated,CAISO||red bluff substation 220 kv,2,0,161.2606,2014.5,Solar+Battery,1
371,control,CAISO||midway 500 kv,2,0,588.1,2020.0,Solar+Battery,1
372,treated,PJM||deptford 13 kv,2,0,4.8,2010.5,Solar,1
372,control,PJM||flemington,2,0,8.0,2010.5,Solar,1
373,treated,CAISO||chino substation 230 kv,1,0,403.4,2021.0,Battery,1
373,control,CAISO||antelope valleysubstation 230 kv,1,0,302.4,2021.0,Battery,1
374,treated,PJM||kidds store sherwood 115 kv,2,0,84.0,2020.0,Battery,2
374,control,PJM||danieltown dpbrunswick 69 kv,2,0,32.75,2020.5,Battery,2
375,treated,ERCOT||60515 clear crossing 345 kv,1,0,228.4,2019.0,Solar,1
375,control,ERCOT||11270 dog house switch 345 kv,1,0,250.0,2018.0,Solar,1
376,treated,PJM||south bend 500 kv,2,0,8.0,2013.0,Gas,1
376,control,PJM||burches hill chalk point 500 kv,2,0,400.0,2012.5,Gas,1
377,treated,PJM||mehoopany 115 kv,1,0,150.0,2005.0,Wind,1
377,control,PJM||bedford 115 kv,1,0,90.0,2007.0,Wind,1
378,treated,CAISO||windhub substation 230 kv bus,1,0,500.0,2006.0,Other Storage,1
378,control,CAISO||lake hodges metering switchyard 69 kv,1,0,40.0,2003.0,Other Storage,1
379,treated,PJM||guilford 345 kv,1,0,9.7,2011.0,Solar,1
379,control,PJM||andover,1,0,1.0,2011.0,Solar,1
380,treated,CAISO||round mountain 230 kv,1,0,313.0,2023.0,Battery,1
380,control,CAISO||at switch 125 outside harter substation,1,0,50.5,2021.0,Battery,1
381,treated,ERCOT||1324 big spring west 138 kv,1,0,98.0,2022.0,Other,1
381,control,ERCOT||1163 lamesa substation 138 kv,1,0,103.1,2022.0,Other,1
382,treated,CAISO||antelope substation 66 kv,2,0,100.0,2008.0,Solar,1
382,control,CAISO||pisgah substation,2,0,975.0,2006.0,Solar,1
383,treated,PJM||mickleton 230 kv,1,0,803.0,1997.0,Gas,1
383,control,PJM||brunner island 230 kv,1,0,1200.0,2001.0,Gas,1
384,treated,SOCO||dothan road 230 kv substation,1,0,400.0,2020.0,Solar+Battery,1
384,control,SOCO||danway goatrock 230 kv line,1,0,80.0,2020.0,Solar+Battery,1
385,treated,CAISO||hassayampa common bus 500 kv,2,0,175.95,2019.0,Solar,1
385,control,CAISO||henrietta 230 kv,2,0,154.31705,2023.0,Solar,2
386,treated,PJM||roxbury blain 23 kv,1,0,6.4,2007.0,Other,1
386,control,PJM||archbald 69 kv,1,0,9.2,2007.0,Other,1
387,treated,PJM||mercersburg 345 kv,1,0,20.0,2010.0,Solar,1
387,control,PJM||beaver brook 13 kv,1,0,7.3,2010.0,Solar,1
388,treated,ISO-NE||115 kv bus at millbury substation,1,0,187.5,2008.0,Gas,1
388,control,ISO-NE||anp blackstone 345 kv substation,1,0,159.0,2007.0,Gas,1
389,treated,CAISO||springville substation 230 kv,1,0,464.42,2021.0,Solar+Battery,1
389,control,CAISO||antelope magunden #2 230 kv line,1,0,113.832,2021.0,Solar+Battery,1
390,treated,PJM||sullivan rockport 765 kv,5,0,300.0,2020.2,Solar,2
390,control,PJM||inez 138 kv,5,0,109.35999999999999,2020.6,Solar,2
391,treated,ERCOT||tap 345 kv 8123 blessing 5915 stp,1,0,198.63,2021.0,Solar,1
391,control,ERCOT||11165 sloan switch 138 kv,1,0,17.7,2021.0,Solar,1
392,treated,ERCOT||tap 138 kv 44190 east bernard 44130 caney,1,0,233.52,2019.0,Solar,1
392,control,ERCOT||11319 scurry county 138 kv,1,0,182.2,2021.0,Solar,1
393,treated,PJM||gold sabinsville 115 kv,1,0,50.0,2005.0,Wind,1
393,control,PJM||benson 345 kv,1,0,100.0,2005.0,Wind,1
394,treated,PJM||morris park 12 kv,1,0,1.82,2011.0,Solar,1
394,control,PJM||beckett,1,0,5.0,2011.0,Solar,1
395,treated,CAISO||pit 1 cottonwood 230 kv line,1,0,206.0,2015.0,Solar+Battery,1
395,control,CAISO||antelope whirlwind,1,0,43.3898,2023.0,Solar+Battery,1
396,treated,SOCO||thomaston substation 230 kv bus,1,0,968.0,2011.0,Gas,1
396,control,SOCO||first ave (columbus) goat rock 230 kv line and goat rock lee road 230 kv line,1,0,968.0,2011.0,Gas,1
397,treated,PJM||derry 1247 kv,1,0,2.0,2020.0,Solar,1
397,control,PJM||beccaria 345 kv,1,0,10.0,2020.0,Solar,1
398,treated,PJM||morgantown 230 kv,2,0,616.0,2022.0,Battery,2
398,control,PJM||delaware royerton 138 kv,2,0,60.0,2020.0,Battery,2
399,treated,ERCOT||47150 ho clarke 138 kv,3,0,237.75333333333333,2021.0,Other,2
399,control,ERCOT||3687 bell country east 345 kv,2,0,271.81,2021.0,Other,2
400,treated,CAISO||creelman substation 69 kv,1,0,52.0,2020.0,Battery,1
400,control,CAISO||atwater 115 kv,1,0,128.0,2023.0,Battery,1
401,treated,PJM||lopatcong,1,0,10.0,2011.0,Solar,1
401,control,PJM||beckett 12 kv,1,0,5.2,2011.0,Solar,1
402,treated,CAISO||merced #1 70 kv,1,0,20.0,2010.0,Solar,1
402,control,CAISO||220 kv red bluff substation,1,0,300.0,2011.0,Solar,1
403,treated,PJM||lasalle 1,1,0,20.0,2009.0,Nuclear,1
403,control,PJM||beaver valley #2,1,0,43.0,2008.0,Nuclear,1
404,treated,CAISO||eldorado substation 220 kv bus,2,0,300.0,2011.0,Solar,1
404,control,CAISO||wheeler ridge lamont 115 kv,2,0,40.0,2010.0,Solar,1
405,treated,PJM||delano 138 kv,2,0,27.45,2021.0,Solar,2
405,control,PJM||cedar creek 138 kv i,2,0,19.9,2016.5,Solar,1
406,treated,PJM||endless caverns 115 kv,1,0,200.0,2019.0,Battery,1
406,control,PJM||beatty 345 kv,1,0,400.0,2021.0,Battery,1
407,treated,PJM||kelson ridge 230 kv,1,0,60.0,2011.0,Gas,1
407,control,PJM||albright,1,0,464.0,2013.0,Gas,1
408,treated,PJM||west manchester crown 69 kv,1,0,19.2,2023.0,Solar,1
408,control,PJM||belford keansburg 345 kv,1,0,19.25,2021.0,Solar,1
409,treated,CAISO||calcite substation 230 kv,1,0,200.0,2015.0,Solar+Battery,1
409,control,CAISO||arco midway & gates midway 230 kv,1,0,153.5,2015.0,Solar+Battery,1
410,treated,PJM||dixon cherry valley 138 kv,2,0,100.0,2005.5,Wind,1
410,control,PJM||convoy east lima 345 kv,2,0,295.0,2007.0,Wind,1
411,treated,PJM||westvaco 138 kv,1,0,8.0,2007.0,Coal,1
411,control,PJM||conemaugh unit 1,1,0,20.0,2010.0,Coal,1
412,treated,PJM||hooversville 115 kv,2,0,17.64,2002.5,Wind,1
412,control,PJM||kelso gap 138 kv,2,0,60.0,2002.5,Wind,1
413,treated,PJM||mackeys creswell 115 kv,1,0,150.0,2021.0,Battery,1
413,control,PJM||bell avenue 115 kv,1,0,100.0,2023.0,Battery,1
414,treated,PJM||tbd 12 kv,1,0,3.0,2022.0,Solar+Battery,1
414,control,PJM||axton danville #2 138 kv,1,0,60.0,2021.0,Solar+Battery,1
415,treated,SOCO||bellamy demopolis 115 kv line,1,0,80.0,2022.0,Solar+Battery,1
415,control,SOCO||conyers 115 kv ts,1,0,0.0,2022.0,Solar+Battery,1
416,treated,PJM||brody 138 kv,1,0,24.0,2023.0,Solar,1
416,control,PJM||bell township vandergrift 25 kv,1,0,19.9,2022.0,Solar,1
417,treated,CAISO||east county substation 138 kv,1,0,20.0,2010.0,Battery,1
417,control,CAISO||115 kv tap on woodland davis 115 kv line,1,0,25.0,2015.0,Battery,1
418,treated,PJM||churchtown 69 kv,3,0,24.166666666666668,2019.3333333333333,Battery,1
418,control,PJM||eugene dequine 345 kv,3,0,200.0,2020.6666666666667,Battery,2
419,treated,PJM||heath 69 kv,1,0,13.44,2023.0,Battery,1
419,control,PJM||beaumeade 230 kv,1,0,150.0,2021.0,Battery,1
420,treated,SOCO||atmore flomaton 115 kv line,1,0,75.0,2016.0,Solar,1
420,control,SOCO||bellamy epes 115 kv line,1,0,80.0,2016.0,Solar,1
421,treated,PJM||william 138 kv,1,0,10.0,2018.0,Battery,1
421,control,PJM||belvidere marengo,1,0,52.2,2019.0,Battery,1
422,treated,ISO-NE||johnston substation distribution system,1,0,4.19999980926513,2003.0,Other,1
422,control,ISO-NE||blanford southwick elm 115 kv line,1,0,55.0,2005.0,Other,1
423,treated,PJM||hosensack 500 kv,2,0,550.0,1999.5,Gas,1
423,control,PJM||colora tap,2,0,465.0,1998.0,Gas,1
424,treated,PSCo||hartsel substation,1,0,54.3,,Solar,1
424,control,PSCo||fuller 230 kv substation,1,0,36.0,,Solar,1
425,treated,PJM||oak grove saunders dp 230 kv,1,0,100.0,2021.0,Solar,1
425,control,PJM||bear peak antrim 345 kv,1,0,20.0,2022.0,Solar,1
426,treated,PJM||clubhouse purdy 115 kv,5,0,83.0,2022.2,Solar,2
426,control,PJM||lone pine 115 kv,5,0,15.0,2020.0,Solar,1
427,treated,PJM||hegins,1,0,10.5,2007.0,Other,1
427,control,PJM||belmont brighton,1,0,500.0,2008.0,Other,1
428,treated,PJM||wattsville 12 kv,1,0,9.0,2020.0,Battery,1
428,control,PJM||bergen 26 kv,1,0,10.0,2020.0,Battery,1
429,treated,CAISO||border substation 69 kv,2,0,37.2,2006.0,Battery,2
429,control,CAISO||julian hinds substation 230 kv,1,0,520.0,2002.0,Battery,1
430,treated,PJM||portland 230 kv,1,0,472.0,1999.0,Gas,1
430,control,PJM||burches hill 230 kv,1,0,550.0,2000.0,Gas,1
431,treated,PJM||mount holly 26 kv,1,0,2.25,2011.0,Solar,1
431,control,PJM||andover 12 kv,1,0,4.0,2011.0,Solar,1
432,treated,PJM||kerr dam ridge road 115 kv,1,0,90.0,2018.0,Battery,1
432,control,PJM||bennett farmingdale 345 kv,1,0,1.2,2023.0,Battery,1
433,treated,SOCO||goat rock substation 230 kv bus,3,0,626.6666666666666,2003.0,Gas,1
433,control,SOCO||s bessemer to snowdoun 500 kv line,2,0,920.0,2004.0,Gas,1
434,treated,PJM||cedarville ford 138 kv,1,0,52.2,2019.0,Battery,1
434,control,PJM||bergen 345 kv,1,0,300.0,2020.0,Battery,1
435,treated,CAISO||imperial valley 230 kv substation,1,0,510.0,2011.0,Solar,1
435,control,CAISO||antelope rosamond 66 kv line,1,0,45.0,2011.0,Solar,1
436,treated,CAISO||escondido substation 69 kv,1,0,33.0,2014.0,Battery,1
436,control,CAISO||avocado 69 kv,1,0,50.25,2023.0,Battery,1
437,treated,PJM||todd 25 kv,1,0,3.0,2016.0,Solar,1
437,control,PJM||boykins handsome 115 kv,1,0,100.0,2015.0,Solar,1
438,treated,ISO-NE||nstar chelsea substation,1,0,29.0,2006.0,Oil,1
438,control,ISO-NE||cl&p 276 kv distribution system/norwalk 115 kv,1,0,6.0,2004.0,Oil,1
439,treated,PJM||andover kittatinny 345 kv,1,0,10.0,2010.0,Solar,1
439,control,PJM||bellefonte 12 kv,1,0,0.65,2010.0,Solar,1
440,treated,PJM||carville 138 kv,1,0,49.0,2018.0,Solar,1
440,control,PJM||bellefonte 46 kv,1,0,20.0,2018.0,Solar,1
441,treated,PJM||carlls corner,1,0,4.8,2007.0,Gas,1
441,control,PJM||barbados,1,0,700.0,2008.0,Gas,1
442,treated,PJM||ford cedarville 138 kv,1,0,100.0,2019.0,Solar,1
442,control,PJM||belvidere marengo 138 kv,1,0,100.0,2019.0,Solar,1
443,treated,ISO-NE||waterside 115 kv,1,0,69.3000030517578,2003.0,Gas+Oil,1
443,control,ISO-NE||115 kv line 875 539 to nstar 875 substation,1,0,7.5,2010.0,Gas+Oil,1
444,treated,CAISO||bay boulevard 230 kv,1,0,200.0,2019.0,Battery,1
444,control,CAISO||caliente 230 kv,1,0,75.0,2020.0,Battery,1
445,treated,PJM||centerburg 138 kv,4,0,148.025,2020.25,Solar,1
445,control,PJM||louisa north anna 230 kv,4,0,89.25,2020.0,Solar,2
446,treated,PJM||landstown 230 kv,1,0,100.0,2021.0,Battery,1
446,control,PJM||bethelboro 138 kv,1,0,60.0,2021.0,Battery,1
447,treated,PJM||lycoming lock haven 69 kv,2,0,60.7,2023.0,Solar,1
447,control,PJM||camden crystal 69 kv,2,0,20.37,2022.0,Solar,1
448,treated,ERCOT||tap 138 kv 8510 falfurrias 8695 crestonio,2,0,120.745,2020.5,Solar,1
448,control,ERCOT||23908 deaf smith station 345 kv this inr has a 600 mw pun load at the medium voltage side of the mpts for a total of 1800 mw pun load (refer to the substation sld),2,0,445.4,2023.0,Solar,1
449,treated,SOCO||eaton lucedale 115 kv line,2,0,117.5,2021.5,Solar,2
449,control,SOCO||hatch vidalia 230 kv line,2,0,200.0,2021.0,Solar,2
450,treated,PJM||passyunk 230 kv,1,0,550.0,2000.0,Gas,1
450,control,PJM||burches hill 500 kv,1,0,960.0,2000.0,Gas,1
451,treated,PJM||shenango hoytdale 345 kv,1,0,1000.0,2012.0,Gas,1
451,control,PJM||aldene 230 kv,1,0,17.9,2012.0,Gas,1
452,treated,PJM||huron 69 kv,2,0,12.5,2009.5,Gas,1
452,control,PJM||dumont olive 345 kv,2,0,357.5,2013.0,Gas,1
453,treated,PJM||electric junction nelson 345 kv,1,0,175.0,2020.0,Solar,1
453,control,PJM||belleville 46 kv,1,0,10.0,2021.0,Solar,1
454,treated,PJM||ladysmith ct 230 kv,2,0,40.0,2020.5,Gas,1
454,control,PJM||beaver 138 kv,2,0,9.65,2019.5,Gas,1
455,treated,PJM||ontelaunee 230 kv,1,0,34.1,2014.0,Gas,1
455,control,PJM||bayonne 345 kv,1,0,1041.4,2016.0,Gas,1
456,treated,ERCOT||1440 comanche 345 kv,2,0,409.65,2019.5,Solar,2
456,control,ERCOT||4 iola 138 kv,2,0,105.0,2019.0,Solar,1
457,treated,PJM||nelson 345 kv,1,0,600.0,2006.0,Gas,1
457,control,PJM||bergen 230 kv,1,0,10.0,2009.0,Gas,1
458,treated,PJM||union city 345 kv,3,0,8.206666666666667,2020.3333333333333,Solar,1
458,control,PJM||effort mountain gilbert 138 kv,3,0,15.066666666666668,2020.6666666666667,Solar,1
459,treated,SOCO||carriere poplarville 115 kv line,1,0,80.0,2020.0,Solar,1
459,control,SOCO||bremen sewell creek 230 kv line,1,0,200.0,2020.0,Solar,1
460,treated,PJM||east lima marysville 345 kv,3,0,133.33333333333334,2011.0,Solar,2
460,control,PJM||germantown 115 kv,3,0,25.0,2017.0,Solar,1
461,treated,PJM||heritage 500 kv,2,0,60.0,2020.5,Battery,1
461,control,PJM||dorothy lewis 138 kv,2,0,150.0,2023.0,Battery,1
462,treated,PJM||clubhouse 230 kv,1,1,200.0,2019.0,Solar+Battery,1
462,control,PJM||bedford north wills mounain 115 kv,1,0,120.0,2018.0,Solar+Battery,1
463,treated,CAISO||whirlwind substation 220 kv,2,0,162.5,2013.5,Solar+Battery,1
463,control,CAISO||arco 230 kv,3,0,106.72466666666666,2018.6666666666667,Solar+Battery,1
464,treated,ISO-NE||cmp 115 kv,1,0,25.0,2010.0,Other,1
464,control,ISO-NE||345 kv circuit from psnh peniwagewassett substat,1,0,16.5,2007.0,Other,1
465,treated,PJM||mcconnellsburg 138 kv,1,0,70.0,2017.0,Solar,1
465,control,PJM||brandy remington 115 kv,1,0,60.0,2016.0,Solar,1
466,treated,PSCo||boone comanche 230 kv,1,0,200.0,2016.0,Solar,1
466,control,PSCo||boone comanche 230 kv line,1,0,199.0,2020.0,Solar,1
467,treated,PJM||nelson lee county 345 kv,3,0,100.0,2022.0,Battery,1
467,control,PJM||gretna mount airy 69 kv,3,0,20.0,2021.0,Battery,1
468,treated,PJM||chavies bonnyman 69 kv,1,0,55.0,2018.0,Battery,1
468,control,PJM||branchville sussex #1 34 kv,1,0,6.0,2015.0,Battery,1
469,treated,PJM||crescent ridge,1,0,79.4,2016.0,Wind,1
469,control,PJM||albright garrett 138 kv,1,0,80.0,2017.0,Wind,1
470,treated,CAISO||helm kerman 70 kv line,1,0,73.2699966430664,2005.0,Gas,1
470,control,CAISO||230/138/69 kv south bay (650 mw cc),1,0,650.0,2004.0,Gas,1
471,treated,CAISO||midway wheeler ridge #1 & #2 230 kv,1,0,150.0,2011.0,Solar,1
471,control,CAISO||arco substation 69 kv bus,1,0,20.0,2009.0,Solar,1
472,treated,PJM||keystone 345 kv,1,0,300.0,2009.0,Gas,1
472,control,PJM||aquasco 230 kv,1,0,792.0,2011.0,Gas,1
473,treated,PJM||kankakee 138 kv,2,0,175.0,2007.0,Wind,1
473,control,PJM||mendota 345 kv,2,0,20.0,2005.0,Wind,1
474,treated,PJM||clinton stuart 345 kv,1,2,300.0,2019.0,Solar,1
474,control,PJM||belle haven tasley 69 kv,1,0,70.0,2018.0,Solar,1
475,treated,CAISO||mendota dairyland 115 kv,1,0,200.0,2010.0,Solar,1
475,control,CAISO||barrett cameron 69 kv line,1,0,0.1,2011.0,Solar,1
476,treated,PJM||crystal hill perth 115 kv,1,0,149.0,2021.0,Solar,1
476,control,PJM||benner 12 kv,1,0,4.0,2021.0,Solar,1
477,treated,PJM||morgan street cochranton 345 kv,1,0,15.0,2020.0,Solar,1
477,control,PJM||benn's church smithfield 345 kv,1,0,20.0,2021.0,Solar,1
478,treated,PJM||east lima south kenton 138 kv,2,0,85.9,2009.0,Wind,2
478,control,PJM||powerton dresden 345 kv,2,0,250.0,2005.0,Wind,1
479,treated,PJM||cordova 345 kv,3,0,206.33333333333334,2020.3333333333333,Solar,2
479,control,PJM||crown new lebanon 69 kv,3,0,37.666666666666664,2021.6666666666667,Solar,2
480,treated,CAISO||kramer substation 230 kv,1,0,245.0,2013.0,Solar+Battery,1
480,control,CAISO||calcite substation 220 kv,1,0,60.0,2010.0,Solar+Battery,1
481,treated,PJM||sussex county 12 kv,1,0,2.0,2012.0,Solar,1
481,control,PJM||bennett 12 kv,1,0,1.0,2010.0,Solar,1
482,treated,CAISO||kelso 230 kv,1,0,70.0,2023.0,Battery,1
482,control,CAISO||bear mountain 115 kv,1,0,66.0,2023.0,Battery,1
483,treated,PJM||brink 115 kv,1,0,80.0,2016.0,Solar,1
483,control,PJM||belleville 1247 kv,1,0,5.0,2020.0,Solar,1
484,treated,SOCO||sun hill wadley primary 230 kv line,1,0,200.0,2023.0,Solar,1
484,control,SOCO||bartlett's ferry west point 115 kv line,1,0,157.0,2024.0,Solar,1
485,treated,SOCO||autaugaville substation 230 kv bus,1,0,655.0,2003.0,Gas,1
485,control,SOCO||ellicott north brewton 230 kv line,1,0,300.0,2020.0,Gas,1
486,treated,SOCO||butler ds substation 230 kv bus,1,0,225.0,2022.0,Solar,1
486,control,SOCO||blakely primary webb 115 kv line,1,0,80.0,2021.0,Solar,1
487,treated,PJM||white,1,0,10.0,2010.0,Solar,1
487,control,PJM||bennett farmingdale 34 kv,1,0,2.0,2011.0,Solar,1
488,treated,PJM||lincoln 132 kv,1,0,3.0,2010.0,Solar,1
488,control,PJM||berlin 69 kv,1,0,18.0,2010.0,Solar,1
489,treated,PJM||sorenson desoto 345 kv,3,0,203.0,2019.3333333333333,Solar+Battery,2
489,control,PJM||jeffersonville south charleston 69 kv,3,0,26.666666666666668,2021.0,Solar+Battery,2
490,treated,PJM||loretto wilton center,2,0,202.5,2018.0,Wind,2
490,control,PJM||williams 138 kv,2,0,104.5,2016.0,Wind,2
491,treated,CAISO||laguna bell substation 230 kv,3,0,252.09666666666666,2020.0,Battery,1
491,control,CAISO||pittsburg 230 kv,3,0,452.8,2020.6666666666667,Battery,1
492,treated,CAISO||arco substation 70 kv bus,4,0,20.0,2010.25,Solar,1
492,control,CAISO||gates coalinga #1 70 kv,4,0,15.75,2011.0,Solar,1
493,treated,PJM||clubhouse sapony 230 kv,2,0,132.0,2020.0,Solar,1
493,control,PJM||carbondale 138 kv,2,0,65.1,2022.0,Solar,2
494,treated,PJM||hopewell 345 kv,2,0,15.0,2021.0,Battery,1
494,control,PJM||edwards kewanee east 138 kv,2,0,196.0,2022.0,Battery,2
495,treated,CAISO||delaney colorado river 500 kv line,2,0,1850.0,2017.5,Solar+Battery,1
495,control,CAISO||calcite substation 220 kv bus,1,0,200.0,2012.0,Solar+Battery,1
496,treated,CAISO||crescent switching station 70 kv,1,0,40.69,2017.0,Solar,1
496,control,CAISO||blackwell substation 70 kv,1,0,16.35,2017.0,Solar,1
497,treated,CAISO||windhub substation 220 kv bus,2,0,385.0,2006.0,Wind,1
497,control,CAISO||east county (eco) substation 230 kv,2,0,360.0,2007.0,Wind,1
498,treated,PJM||cromby 230 kv,1,0,870.0,2002.0,Gas,1
498,control,PJM||burlington,1,0,16.0,2001.0,Gas,1
499,treated,PJM||west manchester 69 kv,1,0,9.6,2023.0,Solar,1
499,control,PJM||bentley farms 69 kv,1,0,35.5,2022.0,Solar,1
500,treated,PJM||deans 500 kv,1,0,1310.0,2022.0,Offshore Wind,1
500,control,PJM||cardiff 230 kv ii,1,0,604.8,2018.0,Offshore Wind,1
501,treated,PSCo||ault substation,3,0,266.6666666666667,2007.3333333333333,Wind,1
501,control,PSCo||calumet substation,2,0,250.0,2009.5,Wind,1
502,treated,SOCO||greenville pintlala 115 kv line,2,0,69.0,2021.0,Solar+Battery,1
502,control,SOCO||belleville lowman 230 kv line,2,0,80.0,2019.0,Solar+Battery,1
503,treated,SOCO||gadsden weiss dam 115 kv line,1,0,80.0,2021.0,Solar+Battery,1
503,control,SOCO||dothan pinckard 115 kv line,1,0,79.0,2021.0,Solar+Battery,1
504,treated,PJM||new road 230 kv,2,0,85.0,2018.5,Battery,1
504,control,PJM||four rivers hanover 230 kv,2,0,217.5,2018.5,Battery,2
505,treated,"ISO-NE||eversource (cl&p) 345 kv montville, alternatively eversource (cl&p) 345 kv millstone",1,0,805.0,2018.0,Offshore Wind,1
505,control,ISO-NE||115 kv barnstable substation,1,0,800.0,2016.0,Offshore Wind,1
506,treated,PJM||briery clover 230 kv,2,0,160.0,2016.5,Solar,1
506,control,PJM||cedar creek 138 kv ii,2,0,19.9,2016.5,Solar,1
507,treated,CAISO||birds landing substation 230 kv,1,0,250.0,2011.0,Wind,1
507,control,CAISO||birds landing switching station 230 kv,1,0,200.0,2004.0,Wind,1
508,treated,PJM||marysville 345 kv,3,0,96.66666666666667,2018.0,Solar,2
508,control,PJM||halifax person 230 kv,3,0,41.699999999999996,2016.6666666666667,Solar,1
509,treated,PJM||blue mound latham,1,0,306.0,2010.0,Wind,1
509,control,PJM||chestertown millington 69 kv,1,0,100.0,2013.0,Wind,1
510,treated,PJM||sewaren,1,0,300.0,2001.0,Gas,1
